timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
2040000,0.19835013,-0.08336942,0.43055546
2048000,0.19835015,-0.083369434,0.43055543
2060000,0.19835015,-0.083369434,0.43055543
2068000,0.19835016,-0.08336942,0.43055543
2080000,0.1972791,-0.078940265,0.43128556
2088000,0.1972791,-0.07894029,0.43128556
2100000,0.1972791,-0.07894028,0.43128556
2108000,0.19727911,-0.07894027,0.43128553
2120000,0.19727911,-0.07894027,0.43128553
2128000,0.19943649,-0.08378955,0.42947474
2140000,0.1994365,-0.08378954,0.42947474
2148000,0.1994365,-0.08378956,0.42947474
2160000,0.19943652,-0.08378956,0.42947474
2168000,0.19943652,-0.08378955,0.42947474
2180000,0.19943653,-0.08378955,0.42947474
2188000,0.19858652,-0.08331694,0.42654717
2200000,0.19858654,-0.08331694,0.42654717
2208000,0.19858654,-0.08331695,0.42654717
2220000,0.19858655,-0.08331695,0.42654717
2228000,0.19858655,-0.083316945,0.42654717
2240000,0.19829607,-0.08433858,0.42913634
2248000,0.19829607,-0.084338576,0.42913634
2260000,0.19829609,-0.084338576,0.42913634
2268000,0.19829609,-0.08433859,0.4291363
2280000,0.19829609,-0.08433859,0.4291363
2288000,0.20168905,-0.07954119,0.428808
2300000,0.20168905,-0.079541184,0.428808
2308000,0.20168906,-0.07954118,0.428808
2320000,0.20168906,-0.07954118,0.428808
2328000,0.20168908,-0.07954119,0.428808
2340000,0.2013253,-0.08396354,0.42843276
2348000,0.20132531,-0.083963536,0.42843276
2360000,0.20132531,-0.083963536,0.42843276
2368000,0.20132531,-0.08396355,0.42843276
2380000,0.20132533,-0.08396354,0.42843276
2388000,0.20132533,-0.083963536,0.42843276
2400000,0.20060962,-0.08138184,0.43062192
2408000,0.20060962,-0.08138183,0.43062192
2420000,0.20060964,-0.08138183,0.43062192
2428000,0.20060964,-0.08138184,0.43062192
2440000,0.20234105,-0.08218734,0.43365452
2448000,0.20234105,-0.08218733,0.43365452
2460000,0.20234106,-0.082187325,0.43365452
2468000,0.20234106,-0.08218732,0.43365452
2480000,0.20234108,-0.08218732,0.43365452
2488000,0.20234108,-0.08218733,0.4336545
2500000,0.20494132,-0.07995327,0.42416072
2508000,0.20494133,-0.07995326,0.42416072
2520000,0.20494133,-0.07995325,0.42416072
2528000,0.20494133,-0.079953246,0.42416072
2540000,0.20494135,-0.079953246,0.42416072
2548000,0.20037301,-0.07948015,0.43202195
2560000,0.20037301,-0.07948014,0.43202195
2568000,0.20037302,-0.079480134,0.43202195
2580000,0.20037302,-0.079480134,0.43202195
2588000,0.20037302,-0.07948013,0.43202195
2600000,0.20421328,-0.08133188,0.42615995
2608000,0.20421328,-0.081331894,0.42615995
2620000,0.20421329,-0.081331894,0.42615995
2628000,0.20421329,-0.08133189,0.42615995
2640000,0.2042133,-0.08133188,0.42615995
2648000,0.2042133,-0.08133187,0.42615995
2660000,0.1980258,-0.08075069,0.4296179
2668000,0.19802581,-0.080750704,0.4296179
2680000,0.19802581,-0.080750704,0.4296179
2688000,0.19802582,-0.0807507,0.4296179
2700000,0.1988006,-0.08211316,0.42607695
2708000,0.19880061,-0.08211318,0.42607692
2720000,0.19880061,-0.08211318,0.42607692
2728000,0.19880061,-0.08211316,0.42607692
2740000,0.19880062,-0.08211316,0.42607692
2748000,0.19880062,-0.082113154,0.42607692
2760000,0.20023571,-0.081756614,0.42596418
2768000,0.20023571,-0.08175664,0.42596415
2780000,0.20023572,-0.08175663,0.42596415
2788000,0.20023572,-0.08175662,0.42596415
2800000,0.20023572,-0.08175662,0.42596415
2808000,0.20085658,-0.08129644,0.42991364
2820000,0.2008566,-0.08129643,0.42991364
2828000,0.2008566,-0.08129645,0.42991364
2840000,0.20085661,-0.081296444,0.42991364
2848000,0.20085661,-0.08129644,0.42991364
2860000,0.20164736,-0.08160702,0.4296162
2868000,0.20164736,-0.08160701,0.4296162
2880000,0.20164737,-0.08160701,0.4296162
2888000,0.20164737,-0.08160702,0.42961618
2900000,0.20164739,-0.08160702,0.42961618
2908000,0.19960046,-0.07978204,0.43097878
2920000,0.19960046,-0.07978203,0.43097878
2928000,0.19960047,-0.079782024,0.43097878
2940000,0.19960047,-0.079782024,0.43097878
2948000,0.19960049,-0.07978204,0.43097878
2960000,0.19829558,-0.08203031,0.43177015
2968000,0.1982956,-0.082030304,0.43177015
2980000,0.1982956,-0.082030304,0.43177015
2988000,0.1982956,-0.08203032,0.43177015
3000000,0.19829561,-0.08203032,0.43177012
3008000,0.19829561,-0.082030304,0.43177012
3020000,0.19398904,-0.07995244,0.4269615
3028000,0.19398904,-0.07995243,0.4269615
3040000,0.19398905,-0.07995243,0.4269615
3048000,0.19398905,-0.07995245,0.4269615
3060000,0.19398907,-0.07995245,0.4269615
3068000,0.20254321,-0.08182293,0.4312919
3080000,0.20254323,-0.08182293,0.4312919
3088000,0.20254323,-0.08182292,0.4312919
3100000,0.20254324,-0.08182292,0.4312919
3108000,0.20254324,-0.08182293,0.4312919
3120000,0.20081978,-0.07938747,0.42855713
3128000,0.20081978,-0.07938746,0.42855713
3140000,0.20081978,-0.07938746,0.42855713
