timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
1944000,0.00011151025,-0.008144777,-0.01002189,0.0,0.0,0.0,0.0
1976000,0.005429333,-0.002137747,0.011401995,0.0,0.0,0.0,0.0
2008000,0.0063444,-0.0076736147,-0.000102758786,0.0,0.0,0.0,0.0
2036000,-0.0069071846,0.0026757147,-0.00061675406,0.0,0.0,0.0,0.0
2068000,-0.011053054,-0.0034536228,-0.0018164128,0.0,0.0,0.0,0.0
2100000,-0.00031813423,-0.0071019167,0.006435834,0.0,0.0,0.0,0.0
2136000,-0.009466935,-0.011390423,-0.00038011614,0.0,0.0,0.0,0.0
2168000,-0.0045853057,-0.0062177735,0.0043073487,0.0,0.0,0.0,0.0
2196000,0.009653959,-0.0010636073,-0.0012982992,0.0,0.0,0.0,0.0
2228000,-0.0071442216,-0.0006662127,-0.0028201332,0.0,0.0,0.0,0.0
2260000,0.0027482377,-0.013178692,0.0019518076,0.0,0.0,0.0,0.0
2292000,0.0016000539,-0.004033389,0.008855644,0.0,0.0,0.0,0.0
2324000,0.013910209,0.0011784802,0.00085970765,0.0,0.0,0.0,0.0
2356000,-0.001532959,0.0047342074,-0.0047908565,0.0,0.0,0.0,0.0
2392000,-0.005694948,0.0023233695,-0.0013924217,0.0,0.0,0.0,0.0
2420000,0.0024036125,-0.0035026493,0.004351887,0.0,0.0,0.0,0.0
2452000,-0.008414838,0.0014978102,0.002836857,0.0,0.0,0.0,0.0
2484000,-0.0054618376,-0.0020565086,-0.0018424208,0.0,0.0,0.0,0.0
2516000,0.0013580488,-0.003532349,0.006533477,0.0,0.0,0.0,0.0
2548000,-0.0011418802,0.0027361426,-0.0068040984,0.0,0.0,0.0,0.0
2580000,-0.0031065894,-0.010609693,0.0004337195,0.0,0.0,0.0,0.0
2612000,0.00039503028,0.0066672633,0.005449859,0.0,0.0,0.0,0.0
2644000,0.0007742696,-0.004439875,-0.008629727,0.0,0.0,0.0,0.0
2676000,0.003953304,-0.008791333,-0.00270104,0.0,0.0,0.0,0.0
2708000,-0.00020251716,-0.0027834976,-0.0017459244,0.0,0.0,0.0,0.0
2744000,-0.0023915858,-0.005546955,-0.00925935,0.0,0.0,0.0,0.0
2772000,-0.00095037534,-0.016074978,-0.007942157,0.0,0.0,0.0,0.0
2804000,-0.004387508,-0.000563132,0.011486244,0.0,0.0,0.0,0.0
2836000,-0.0038838463,-0.0055519985,-7.5069824e-05,0.0,0.0,0.0,0.0
2868000,-0.0014561121,0.0013936837,-0.008744213,0.0,0.0,0.0,0.0
2900000,-0.000596914,-0.013972542,0.004489564,0.0,0.0,0.0,0.0
2932000,-0.0039015075,-0.006610305,0.0054288832,0.0,0.0,0.0,0.0
2968000,-0.006194992,-0.007268858,-0.0017302234,0.0,0.0,0.0,0.0
2996000,-0.0004933087,-0.0051730806,-0.005587748,0.0,0.0,0.0,0.0
3028000,-0.0052812104,-0.0035256825,0.0019408725,0.0,0.0,0.0,0.0
3060000,-0.00017189865,-0.011737899,0.00071347354,0.0,0.0,0.0,0.0
3092000,0.0027883812,-0.0019182619,-0.00022006876,0.0,0.0,0.0,0.0
3124000,0.0072679822,-0.004920451,-0.005439604,0.0,0.0,0.0,0.0
3156000,0.00030305824,0.0021569522,-0.007519809,0.0,0.0,0.0,0.0
3192000,-0.002165081,-0.010306704,-0.0022419984,0.0,0.0,0.0,0.0
3220000,-0.004989351,-0.010550942,-0.0024028537,0.0,0.0,0.0,0.0
3252000,-0.0066126436,-0.011760496,0.00316231,0.0,0.0,0.0,0.0
3284000,-0.0022422113,-0.0009191339,0.0014836371,0.0,0.0,0.0,0.0
3320000,-0.008083678,-0.00362048,-0.004463009,0.0,0.0,0.0,0.0
3348000,0.0042059207,0.00077237573,0.0002884172,0.0,0.0,0.0,0.0
3384000,-0.0011475709,-0.0061926525,-0.004471666,0.0,0.0,0.0,0.0
3416000,0.009168142,-0.013772199,-0.006497598,0.0,0.0,0.0,0.0
3444000,-0.002298092,-0.0019362915,0.0045650937,0.0,0.0,0.0,0.0
3476000,0.0050679254,-0.014341199,-0.0025989027,0.0,0.0,0.0,0.0
3508000,-0.004185269,-0.013972927,0.0029938116,0.0,0.0,0.0,0.0
