timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
1180000,487.685,32.0,95602.805,1.1359195
1940000,487.7167,32.0,95602.43,1.135915
1948000,487.60043,32.0,95603.78,1.135931
1960000,487.6057,32.0,95603.72,1.1359303
1968000,487.611,32.0,95603.664,1.1359297
1980000,487.63214,32.0,95603.42,1.1359268
1988000,487.61893,32.0,95603.55,1.1359283
2000000,487.6982,32.0,95602.64,1.1359175
2008000,487.57666,32.0,95604.055,1.1359344
2020000,487.7352,32.0,95602.22,1.1359125
2028000,487.6533,32.0,95603.16,1.1359236
2040000,487.6348,32.0,95603.39,1.1359265
2048000,487.5423,32.0,95604.45,1.135939
2060000,487.61365,32.0,95603.625,1.1359292
2068000,487.66385,32.0,95603.05,1.1359223
2080000,487.6163,32.0,95603.586,1.1359288
2088000,487.5238,32.0,95604.63,1.1359411
2100000,487.54758,32.0,95604.39,1.1359383
2108000,487.6348,32.0,95603.39,1.1359265
2120000,487.59515,32.0,95603.836,1.1359317
2128000,487.64536,32.0,95603.266,1.1359249
2140000,487.69028,32.0,95602.734,1.1359186
2148000,487.64536,32.0,95603.25,1.1359248
2160000,487.6559,32.0,95603.13,1.1359234
2168000,487.6427,32.0,95603.28,1.1359252
2180000,487.70877,32.0,95602.52,1.1359161
2188000,487.48947,32.0,95605.055,1.1359462
2200000,487.44455,32.0,95605.555,1.1359521
2208000,487.6533,32.0,95603.164,1.1359237
2220000,487.5238,32.0,95604.65,1.1359414
2228000,487.76163,32.0,95601.914,1.1359088
2240000,487.60043,32.0,95603.78,1.135931
2248000,487.6559,32.0,95603.14,1.1359235
2260000,487.53174,32.0,95604.56,1.1359403
2268000,487.5529,32.0,95604.305,1.1359373
2280000,487.58722,32.0,95603.914,1.1359327
2288000,487.76953,32.0,95601.83,1.1359079
2300000,487.63214,32.0,95603.42,1.1359268
2308000,487.7484,32.0,95602.07,1.1359107
2320000,487.611,32.0,95603.64,1.1359293
2328000,487.72726,32.0,95602.33,1.1359138
2340000,487.52908,32.0,95604.586,1.1359407
2348000,487.76425,32.0,95601.88,1.1359085
2360000,487.60837,32.0,95603.67,1.1359298
2368000,487.7035,32.0,95602.58,1.1359168
2380000,487.82767,32.0,95601.16,1.1358999
2388000,487.48154,32.0,95605.13,1.1359471
2400000,487.56873,32.0,95604.13,1.1359353
2408000,487.62158,32.0,95603.53,1.1359282
2420000,487.39697,32.0,95606.09,1.1359586
2428000,487.5529,32.0,95604.31,1.1359373
2440000,487.44983,32.0,95605.484,1.1359513
2448000,487.67706,32.0,95602.9,1.1359205
2460000,487.5529,32.0,95604.305,1.1359373
2468000,487.67972,32.0,95602.86,1.1359202
2480000,487.62952,32.0,95603.44,1.135927
2488000,487.61365,32.0,95603.625,1.1359292
2500000,487.6348,32.0,95603.375,1.1359262
2508000,487.5925,32.0,95603.87,1.1359321
2520000,487.6665,32.0,95603.03,1.1359222
2528000,487.60837,32.0,95603.67,1.1359298
2540000,487.58722,32.0,95603.92,1.1359328
2548000,487.62686,32.0,95603.47,1.1359273
2560000,487.7167,32.0,95602.43,1.135915
2568000,487.61893,32.0,95603.555,1.1359284
2580000,487.74048,32.0,95602.18,1.1359121
2588000,487.7035,32.0,95602.58,1.1359168
2600000,487.648,32.0,95603.22,1.1359243
2608000,487.6744,32.0,95602.914,1.1359208
2620000,487.64536,32.0,95603.25,1.1359248
2628000,487.7352,32.0,95602.22,1.1359125
2640000,487.68234,32.0,95602.83,1.1359197
2648000,487.6242,32.0,95603.49,1.1359277
2660000,487.6427,32.0,95603.29,1.1359252
2668000,487.51587,32.0,95604.75,1.1359426
2680000,487.6427,32.0,95603.27,1.135925
2688000,487.6427,32.0,95603.27,1.135925
2700000,487.6744,32.0,95602.91,1.1359206
2708000,487.67706,32.0,95602.875,1.1359203
2720000,487.611,32.0,95603.64,1.1359293
2728000,487.67972,32.0,95602.85,1.13592
2740000,487.5608,32.0,95604.22,1.1359363
2748000,487.611,32.0,95603.664,1.1359297
2760000,487.5238,32.0,95604.66,1.1359415
2768000,487.54495,32.0,95604.42,1.1359386
2780000,487.5529,32.0,95604.31,1.1359373
2788000,487.61893,32.0,95603.555,1.1359284
2800000,487.6559,32.0,95603.14,1.1359235
2808000,487.5529,32.0,95604.31,1.1359373
2820000,487.648,32.0,95603.22,1.1359243
2828000,487.78012,32.0,95601.7,1.1359063
2840000,487.62952,32.0,95603.445,1.1359271
2848000,487.76163,32.0,95601.92,1.135909
2860000,487.6242,32.0,95603.49,1.1359277
2868000,487.60043,32.0,95603.78,1.135931
2880000,487.5925,32.0,95603.87,1.1359321
2888000,487.64008,32.0,95603.32,1.1359257
2900000,487.5846,32.0,95603.94,1.1359329
2908000,487.7854,32.0,95601.66,1.1359059
2920000,487.6533,32.0,95603.164,1.1359237
2928000,487.6744,32.0,95602.91,1.1359206
2940000,487.68234,32.0,95602.83,1.1359197
2948000,487.61365,32.0,95603.61,1.135929
2960000,487.56873,32.0,95604.14,1.1359353
2968000,487.6982,32.0,95602.65,1.1359177
2980000,487.67178,32.0,95602.96,1.1359214
2988000,487.34677,32.0,95606.67,1.1359655
3000000,487.68234,32.0,95602.83,1.1359197
3008000,487.60837,32.0,95603.695,1.1359301
3020000,487.65063,32.0,95603.18,1.135924
3028000,487.574,32.0,95604.086,1.1359347
3040000,487.6427,32.0,95603.29,1.1359252
3048000,487.6533,32.0,95603.164,1.1359237
3060000,487.71143,32.0,95602.5,1.1359159
3068000,487.68762,32.0,95602.77,1.1359191
3080000,487.30713,32.0,95607.12,1.1359707
3088000,487.5529,32.0,95604.31,1.1359373
3100000,487.56873,32.0,95604.14,1.1359353
3108000,487.64008,32.0,95603.32,1.1359257
3120000,487.52908,32.0,95604.58,1.1359406
3128000,487.48682,32.0,95605.06,1.1359463
3140000,487.64536,32.0,95603.25,1.1359248
3148000,487.55023,32.0,95604.336,1.1359377
3160000,487.75897,32.0,95601.94,1.1359092
3168000,487.7669,32.0,95601.86,1.1359082
3180000,487.8039,32.0,95601.44,1.1359032
3188000,487.4604,32.0,95605.37,1.13595
3200000,487.5846,32.0,95603.945,1.135933
3208000,487.57666,32.0,95604.055,1.1359344
3220000,487.44717,32.0,95605.54,1.135952
3228000,487.63742,32.0,95603.336,1.1359258
3240000,487.58722,32.0,95603.91,1.1359326
3248000,487.58722,32.0,95603.92,1.1359328
3260000,487.60837,32.0,95603.695,1.1359301
3268000,487.60043,32.0,95603.78,1.135931
3280000,487.5053,32.0,95604.87,1.135944
3288000,487.5925,32.0,95603.87,1.1359321
3300000,487.685,32.0,95602.805,1.1359195
3308000,487.60837,32.0,95603.695,1.1359301
3320000,487.80124,32.0,95601.46,1.1359035
3328000,487.58987,32.0,95603.89,1.1359323
3340000,487.611,32.0,95603.664,1.1359297
3348000,487.4366,32.0,95605.65,1.1359533
3360000,487.63214,32.0,95603.41,1.1359266
3368000,487.53174,32.0,95604.555,1.1359403
3380000,487.59778,32.0,95603.8,1.1359313
3388000,487.7537,32.0,95602.02,1.1359102
3400000,487.59515,32.0,95603.82,1.1359315
3408000,487.69028,32.0,95602.75,1.1359189
3420000,487.48682,32.0,95605.06,1.1359463
3428000,487.46567,32.0,95605.33,1.1359495
3440000,487.67178,32.0,95602.94,1.135921
3448000,487.75897,32.0,95601.94,1.1359092
3460000,487.69556,32.0,95602.68,1.135918
3468000,487.69028,32.0,95602.75,1.1359189
3480000,487.68234,32.0,95602.83,1.1359197
3488000,487.55817,32.0,95604.25,1.1359366
3500000,487.5053,32.0,95604.87,1.135944
3508000,487.69556,32.0,95602.664,1.1359178
3520000,487.61365,32.0,95603.63,1.1359293
3528000,487.67178,32.0,95602.94,1.135921
3540000,487.53174,32.0,95604.56,1.1359403
3548000,487.5555,32.0,95604.28,1.135937
3560000,487.77747,32.0,95601.76,1.135907
3568000,487.6427,32.0,95603.27,1.135925
3580000,487.7035,32.0,95602.58,1.1359168
3588000,487.61365,32.0,95603.625,1.1359292
3600000,487.49738,32.0,95604.95,1.135945
3608000,487.37848,32.0,95606.32,1.1359613
3620000,487.49475,32.0,95604.98,1.1359453
3628000,487.6665,32.0,95603.02,1.1359221
3640000,487.66913,32.0,95602.97,1.1359215
3648000,487.63742,32.0,95603.35,1.135926
3660000,487.49738,32.0,95604.94,1.1359448
3668000,487.66385,32.0,95603.04,1.1359223
3680000,487.66122,32.0,95603.086,1.1359228
3688000,487.59515,32.0,95603.836,1.1359317
3700000,487.5608,32.0,95604.21,1.1359361
3708000,487.6982,32.0,95602.63,1.1359174
3720000,487.5423,32.0,95604.445,1.135939
3728000,487.62952,32.0,95603.445,1.1359271
3740000,487.65063,32.0,95603.195,1.1359241
3748000,487.611,32.0,95603.664,1.1359297
3760000,487.49738,32.0,95604.95,1.135945
3768000,487.62952,32.0,95603.43,1.1359268
3780000,487.72992,32.0,95602.3,1.1359135
3788000,487.68762,32.0,95602.766,1.135919
3800000,487.76953,32.0,95601.84,1.135908
3808000,487.66122,32.0,95603.09,1.1359229
3820000,487.61893,32.0,95603.555,1.1359284
3828000,487.6242,32.0,95603.5,1.1359277
3840000,487.66913,32.0,95602.984,1.1359216
3848000,487.6665,32.0,95603.03,1.1359222
3860000,487.76425,32.0,95601.9,1.1359087
3868000,487.6744,32.0,95602.914,1.1359208
3880000,487.70084,32.0,95602.61,1.1359172
3888000,487.6031,32.0,95603.75,1.1359307
3900000,487.61893,32.0,95603.555,1.1359284
3908000,487.6533,32.0,95603.164,1.1359237
3920000,487.6744,32.0,95602.91,1.1359206
3928000,487.47626,32.0,95605.19,1.1359478
3940000,487.6163,32.0,95603.586,1.1359288
3948000,487.58194,32.0,95603.98,1.1359334
3960000,487.5238,32.0,95604.64,1.1359413
3968000,487.59778,32.0,95603.8,1.1359313
3980000,487.60043,32.0,95603.78,1.135931
3988000,487.54758,32.0,95604.39,1.1359383
3999999,487.48682,32.0,95605.08,1.1359465
4012000,487.6665,32.0,95603.03,1.1359222
4020000,487.4736,32.0,95605.23,1.1359483
4028000,487.72992,32.0,95602.27,1.1359131
4039999,487.648,32.0,95603.21,1.1359243
4052000,487.48682,32.0,95605.06,1.1359463
4060000,487.57138,32.0,95604.1,1.1359348
4068000,487.6348,32.0,95603.39,1.1359265
4079999,487.67178,32.0,95602.94,1.135921
4092000,487.79068,32.0,95601.6,1.1359051
4100000,487.62686,32.0,95603.46,1.1359273
4108000,487.5529,32.0,95604.305,1.1359373
4119999,487.6427,32.0,95603.3,1.1359253
4132000,487.574,32.0,95604.086,1.1359347
4140000,487.54495,32.0,95604.41,1.1359385
4148000,487.58194,32.0,95603.98,1.1359334
4159999,487.69028,32.0,95602.75,1.1359189
4172000,487.55817,32.0,95604.26,1.1359367
4180000,487.6031,32.0,95603.74,1.1359307
4188000,487.71405,32.0,95602.484,1.1359156
4200000,487.73254,32.0,95602.24,1.1359128
4208000,487.52646,32.0,95604.62,1.135941
4220000,487.55023,32.0,95604.336,1.1359377
4228000,487.4551,32.0,95605.44,1.1359508
4240000,487.5053,32.0,95604.86,1.1359439
4248000,487.69028,32.0,95602.74,1.1359187
4260000,487.73254,32.0,95602.26,1.135913
4268000,487.81183,32.0,95601.35,1.1359022
4280000,487.39435,32.0,95606.125,1.1359589
