timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
1940000,0.0035625026,0.0,0.0
2140000,0.0018389538,0.0,0.0
2340000,0.006023418,0.0,0.0
2540000,0.002149029,0.0,0.0
2744000,0.00768607,0.0,0.0
2940000,0.00186774,0.0,0.0
3140000,0.0031497327,0.0,0.0
3340000,0.001785814,0.0,0.0
3544000,0.002889631,0.0,0.0
3740000,0.0043937135,0.0,0.0
3940000,0.0011334466,0.0,0.0
4143999,0.008117002,0.0,0.0
4344000,0.0037224,0.0,0.0
4544000,0.0020212473,0.0,0.0
4744000,0.002693687,0.0,0.0
4948000,0.0031405527,0.0,0.0
5148000,0.0023777205,0.0,0.0
5344000,0.0018122643,0.0,0.0
5544000,0.0051287943,0.0,0.0
5744000,0.010280767,0.0,0.0
5944000,0.0042551216,0.0,0.0
6148000,0.006021303,0.0,0.0
6344000,0.0031906003,0.0,0.0
6544000,0.0030881446,0.0,0.0
6744000,0.017251553,0.0,0.0
6944000,0.0019954669,0.0,0.0
7144000,0.008571961,0.0,0.0
7344000,0.0016717564,0.0,0.0
7544000,0.003027535,0.0,0.0
7744000,0.003049508,0.0,0.0
7944000,0.001908097,0.0,0.0
8147999,0.0061468785,0.0,0.0
8348000,0.012213788,0.0,0.0
8548000,0.0040787472,0.0,0.0
8748000,0.0019249378,0.0,0.0
8952000,0.0061311093,0.0,0.0
9148000,0.0020416533,0.0,0.0
9352000,0.0048256754,0.0,0.0
9548000,0.0022144704,0.0,0.0
9748000,0.002373757,0.0,0.0
9952000,0.0014587459,0.0,0.0
10148000,0.0072532324,0.0,0.0
10348000,0.002164734,0.0,0.0
10548000,0.004511636,0.0,0.0
10748000,0.0022193238,0.0,0.0
10948000,0.0024261263,0.0,0.0
11148000,0.0071408106,0.0,0.0
11348000,0.0008930741,0.0,0.0
11548000,0.0024736815,0.0,0.0
11748000,0.003814323,0.0,0.0
11948000,0.0038355046,0.0,0.0
12148000,0.011512962,0.0,0.0
12348000,0.0045727883,0.0,0.0
12548000,0.0029738354,0.0,0.0
12748000,0.004174095,0.0,0.0
12948000,0.003008443,0.0,0.0
13148000,0.0029663858,0.0,0.0
13352000,0.0060585244,0.0,0.0
13548000,0.0026097477,0.0,0.0
13748000,0.0026328894,0.0,0.0
13952000,0.005924377,0.0,0.0
14148000,0.0036744857,0.0,0.0
14348000,0.002966349,0.0,0.0
14548000,0.0049864,0.0,0.0
14748000,0.0022844465,0.0,0.0
14948000,0.007597706,0.0,0.0
15148000,0.0024192068,0.0,0.0
15348000,0.0033402687,0.0,0.0
15552000,0.0038425117,0.0,0.0
15748000,0.0017422142,0.0,0.0
15948000,0.0011205224,0.0,0.0
16151999,0.019194752,0.0,0.0
16352000,0.01488165,0.0,0.0
16560000,0.015765246,0.0,0.0
16760000,0.0068075783,0.0,0.0
16960000,0.004859806,0.0,0.0
17156000,0.0021525482,0.0,0.0
17356000,0.0035909126,0.0,0.0
17556000,0.004456008,0.0,0.0
17756000,0.0073502585,0.0,0.0
17960000,0.0019798493,0.0,0.0
18160000,0.011192853,0.0,0.0
18356000,0.0034606284,0.0,0.0
18560000,0.00561361,0.0,0.0
18756000,0.0018012731,0.0,0.0
18960000,0.002538184,0.0,0.0
19160000,0.00041160043,0.0,0.0
19356000,0.004552167,0.0,0.0
19556000,0.0070063826,0.0,0.0
19760000,0.001986996,0.0,0.0
19956000,0.008274084,0.0,0.0
20156000,0.0036609643,0.0,0.0
20356000,0.004599698,0.0,0.0
20556000,0.00242542,0.0,0.0
20760000,0.0021099283,0.0,0.0
20956000,0.0058062496,0.0,0.0
21156000,0.0025892626,0.0,0.0
21360000,0.004601399,0.0,0.0
21560000,0.003436074,0.0,0.0
21760000,0.004068587,0.0,0.0
21956000,0.005912696,0.0,0.0
22156000,0.0076338425,0.0,0.0
22356000,0.0026299998,0.0,0.0
22556000,0.0026436322,0.0,0.0
22756000,0.0033704771,0.0,0.0
22960000,0.0019464836,0.0,0.0
23156000,0.0009954176,0.0,0.0
23356000,0.006242617,0.0,0.0
23560000,0.0031427743,0.0,0.0
23756000,0.003154019,0.0,0.0
23960000,0.0079257805,0.0,0.0
24156000,0.0056423773,0.0,0.0
24356000,0.002543867,0.0,0.0
24556000,0.0030074976,0.0,0.0
24756000,0.003610081,0.0,0.0
24956000,0.0057758144,0.0,0.0
25160000,0.002665644,0.0,0.0
25360000,0.0048583006,0.0,0.0
25556000,0.0026915171,0.0,0.0
25760000,0.0016502148,0.0,0.0
25960000,0.0018795968,0.0,0.0
26160000,0.004938791,0.0,0.0
26356000,0.0013774815,0.0,0.0
26556000,0.0028401557,0.0,0.0
26760000,0.0021253272,0.0,0.0
26956000,0.0028292623,0.0,0.0
27160000,0.0029090857,0.0,0.0
27356000,0.0020228662,0.0,0.0
27556000,0.0028434491,0.0,0.0
27760000,0.0069455216,0.0,0.0
27960000,0.008700508,0.0,0.0
28156000,0.0060350555,0.0,0.0
28356000,0.002026804,0.0,0.0
28556000,0.005234494,0.0,0.0
28756000,0.004783053,0.0,0.0
28956000,0.0078085624,0.0,0.0
29156000,0.0034337745,0.0,0.0
29356000,0.0058303233,0.0,0.0
29556000,0.0022196872,0.0,0.0
29760000,0.002524689,0.0,0.0
29960000,0.0025149712,0.0,0.0
30160000,0.005185163,0.0,0.0
30360000,0.0052674436,0.0,0.0
30556000,0.002238059,0.0,0.0
30760000,0.0037859627,0.0,0.0
30956000,0.007081948,0.0,0.0
31156000,0.0025172736,0.0,0.0
31356000,0.0029456504,0.0,0.0
31556000,0.0031298446,0.0,0.0
31756000,0.0049537946,0.0,0.0
31956000,0.0037831308,0.0,0.0
32160000,0.015441948,0.0,0.0
32359999,0.01806286,0.0,0.0
32563999,0.015859148,0.0,0.0
32764000,0.005662211,0.0,0.0
32968000,0.009123013,0.0,0.0
33172000,0.008940822,0.0,0.0
33371999,0.011745655,0.0,0.0
33572000,0.013542133,0.0,0.0
33772000,0.0013078896,0.0,0.0
33976000,0.0058824946,0.0,0.0
34176000,0.0005284943,0.0,0.0
34372000,0.0009949505,0.0,0.0
34572000,0.0017083591,0.0,0.0
34772000,0.0016773439,0.0,0.0
34972000,0.0077923033,0.0,0.0
35172000,0.0019707917,0.0,0.0
35372000,0.0044599515,0.0,0.0
35576000,0.003253902,0.0,0.0
35772000,0.0023854547,0.0,0.0
35972000,0.003542692,0.0,0.0
36176000,0.0020390134,0.0,0.0
36372000,0.004187296,0.0,0.0
36572000,0.0025152203,0.0,0.0
36776000,0.0021559207,0.0,0.0
36972000,0.0028566516,0.0,0.0
37176000,0.0006192551,0.0,0.0
37372000,0.007121877,0.0,0.0
