timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
251364000,0.0,0.0,29.0,4.0,4.0,0.0,0.0,176,1,0,255,0,1,1
251404000,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,1,1,1,1,0,0
252232000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,1,255,0,0,1
326432000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,1,1,0,0
326488000,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,1,1,1,1,0,0
401024000,0.0,0.0,0.0,2.0,50.0,nan,488.10358,0,1,1,1,1,0,0
