timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
11104000,0.0,0.0,488.07034,0.0,0.0,0.0,0.0,1,0,0
12160000,47.39775071323256,8.545607197306493,488.0608,-0.009648099,-0.015256413,0.0095561175,0.40630844,1,1,0
252244000,47.397750587063676,8.54560734378452,488.10358,-0.023677438,-0.0042312485,-0.03323057,0.4199242,1,1,0
