timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
1940000,1940000,-0.008306532,0.0060909446,0.00048675956,0.0,0.0,0.0,0.0,0.0
2040000,2040000,-0.0015232436,0.0016527605,-9.4413015e-05,0.0,0.0,0.0,0.0,0.0
2140000,2140000,-0.008782671,-0.0014170838,-0.00085279223,0.0,0.0,0.0,0.0,0.0
2240000,2240000,-0.008610416,-0.0068571228,-0.00069439417,0.0,0.0,0.0,0.0,0.0
2340000,2340000,0.025643239,0.021204978,-0.00046171978,0.08,0.0,0.0,0.0,-1.0
2440000,2440000,0.01901033,0.021324914,0.00020762968,0.08,0.0,0.0,0.0,-1.0
2540000,2540000,0.025684731,0.030793777,-0.0006564152,0.08,0.0,0.0,0.0,-1.0
2640000,2640000,0.03117042,0.028707385,-0.0007205694,0.08,0.0,0.0,0.0,-1.0
2744000,2744000,0.027154313,0.029815132,0.0020044697,0.08,0.0,0.0,0.0,-1.0
2840000,2840000,0.03069254,0.027466396,-0.0009276893,0.08,0.0,0.0,0.0,-1.0
2940000,2940000,0.026605712,0.036239404,-0.0012783223,0.08,0.0,0.0,0.0,-1.0
3040000,3040000,0.025128927,0.02582587,0.0004618886,0.08,0.0,0.0,0.0,-1.0
3140000,3140000,0.02516812,0.03453003,0.00026240383,0.08,0.0,0.0,0.0,-1.0
3240000,3240000,0.03340178,0.029262261,0.0008982812,0.08,0.0,0.0,0.0,-1.0
3340000,3340000,0.024580866,0.035137773,-0.0018275244,0.08,0.0,0.0,0.0,-1.0
3440000,3440000,0.02566263,0.034132138,-1.7622999e-05,0.08,0.0,0.0,0.0,-1.0
3540000,3540000,0.031949535,0.03714212,5.410217e-05,0.08,0.0,0.0,0.0,-1.0
3640000,3640000,0.024506973,0.037105657,0.001004093,0.08,0.0,0.0,0.0,-1.0
3740000,3740000,0.030575108,0.035817042,3.4933862e-05,0.08,0.0,0.0,0.0,-1.0
3840000,3840000,0.03776052,0.038406584,0.0016999053,0.08,0.0,0.0,0.0,-1.0
3940000,3940000,0.022305386,0.042665455,1.8186356e-05,0.08,0.0,0.0,0.0,-1.0
4039999,4039999,0.027431048,0.05246911,0.0008859089,0.08,0.0,0.0,0.0,-1.0
4143999,4143999,0.02676236,0.046945937,0.00097362464,0.08,0.0,0.0,0.0,-1.0
4244000,4244000,0.03334061,0.049214248,0.0010837595,0.08,0.0,0.0,0.0,-1.0
4344000,4344000,0.022115082,0.040655635,-0.00055703445,0.08,0.0,0.0,0.0,-1.0
4444000,4444000,0.030424701,0.041307434,0.0014000167,0.08,0.0,0.0,0.0,-1.0
4544000,4544000,0.025008941,0.04659607,0.0005706802,0.08,0.0,0.0,0.0,-1.0
4648000,4648000,0.03597687,0.04711402,0.0014052585,0.08,0.0,0.0,0.0,-1.0
4744000,4744000,0.025598608,0.052587498,0.0009928022,0.08,0.0,0.0,0.0,-1.0
4848000,4848000,0.028296467,0.03912279,-0.0010054939,0.08,0.0,0.0,0.0,-1.0
4948000,4948000,0.024250448,0.045771256,0.00062934915,0.08,0.0,0.0,0.0,-1.0
5044000,5044000,0.03650255,0.039122023,-0.00035568606,0.08,0.0,0.0,0.0,-1.0
5148000,5148000,0.030419623,0.045463767,-0.0024215986,0.08,0.0,0.0,0.0,-1.0
5244000,5244000,0.04181848,0.040494286,-0.001360672,0.08,0.0,0.0,0.0,-1.0
5344000,5344000,0.026034571,0.048020452,-0.00023066885,0.08,0.0,0.0,0.0,-1.0
5444000,5444000,0.025373697,0.048914157,0.00016364032,0.08,0.0,0.0,0.0,-1.0
5544000,5544000,0.028935887,0.03854214,0.00049337273,0.08,0.0,0.0,0.0,-1.0
5648000,5648000,0.033551153,0.04574623,0.0015813254,0.08,0.0,0.0,0.0,-1.0
5744000,5744000,0.030729735,0.052437883,-8.662807e-05,0.08,0.0,0.0,0.0,-1.0
5844000,5844000,0.019281175,0.053635128,-0.0005013047,0.08,0.0,0.0,0.0,-1.0
