timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
3228000,0.0018986313,0.0013125923,0.005227131,0.97903764,-0.008240083,-0.015964366,0.20288569,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3260000,-0.006147654,-0.012247247,0.0002442181,0.97903264,-0.008257375,-0.016051214,0.2029021,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3292000,-0.003335367,-0.007150121,-0.004318425,0.9790328,-0.008314323,-0.016186038,0.20288827,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3324000,0.0012828279,-0.0008305924,-0.004886313,0.9790307,-0.00833594,-0.016270407,0.20289098,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3356000,-0.0007518466,-0.006823925,0.002901591,0.9790258,-0.008350191,-0.016326604,0.20290987,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3388000,-0.0031412488,-0.00953865,-0.0020738575,0.9790301,-0.0083559565,-0.016477805,0.2028765,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3420000,-0.0005214107,-0.008461757,-0.0037156567,0.97903544,-0.008372989,-0.016579486,0.20284158,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3452000,0.004956603,-0.00857144,0.00076673005,0.9790329,-0.00835178,-0.016730554,0.20284247,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3484000,0.00020732547,-0.0048237825,0.0009419345,0.9790392,-0.008296262,-0.016860195,0.20280342,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3516000,-0.0025149432,-0.00707741,0.00048061952,0.97903824,-0.008293316,-0.017012086,0.20279588,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3548000,-0.005621855,-0.0055599604,-0.0038318478,0.979038,-0.008319722,-0.01707643,0.20278984,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3580000,0.0011214459,-0.009613594,-0.00048341745,0.9790386,-0.008339914,-0.017165434,0.20277868,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3612000,-0.010392974,0.0023149892,-0.0029540784,0.9790368,-0.0083664395,-0.017299311,0.20277485,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3644000,-0.0017280523,-0.0061526294,0.004007261,0.9790292,-0.008369896,-0.017394638,0.20280352,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3680000,-0.004424903,9.103423e-05,0.0058990275,0.9790118,-0.00838741,-0.01750685,0.20287737,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3708000,0.0014817828,-0.008916668,0.0036054417,0.9790075,-0.0083733965,-0.017591696,0.2028913,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3740000,0.0005373396,0.002438072,0.005144819,0.9789951,-0.008309364,-0.017694268,0.20294438,0.9789518,0.0045391005,-0.004342241,0.20399503,1
3772000,-0.00016029029,-0.0052034785,-0.00143379,0.9789948,-0.008320919,-0.017804032,0.20293605,0.9789518,0.0045391005,-0.004342241,0.20399503,1
