timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
657300000,-0.0024274515,0.0056263357,-0.0012931572,0.0,0.0,0.0,0.0
657332000,0.0010421601,-0.0032053837,-0.003951492,0.0,0.0,0.0,0.0
657360000,-0.01052623,-0.0035771583,0.0055980245,0.00013834839,1.5153078e-06,-4.5932984e-06,0.0
657392000,0.0015060424,-0.002405163,0.00041984278,0.00039521648,-2.7968097e-05,-2.1536716e-06,0.0
657428000,0.01886879,0.006001277,0.003550557,0.0007017533,-8.753218e-05,-1.9189072e-06,0.0
657456000,-0.0029363683,0.0014111022,-0.010241949,0.0009937633,-0.00011889695,4.1573894e-06,0.0
657488000,0.0021030263,-0.005119369,-0.0031441464,0.0013700032,-0.00014614557,1.176975e-06,0.0
657520000,-0.002230744,0.00086121494,-0.011056485,0.0017537425,-0.0001740073,1.0692227e-05,0.0
657556000,0.00017707545,-0.0031648618,-0.0031060255,0.0021442843,-0.00021100309,2.159439e-05,0.0
657584000,-0.0037827808,0.003930806,-0.010156289,0.0024153881,-0.0002438172,1.4145107e-05,0.0
657616000,0.029002026,0.00060330983,0.0060064383,0.0026858998,-0.0002873336,1.0795011e-05,0.0
657648000,0.11296465,-0.011202933,-0.004914283,0.0028337324,-0.00032036105,1.3756232e-05,0.0
657680000,0.14288373,-0.02310534,0.0028349804,0.0028223423,-0.0003445842,7.796969e-06,0.0
657712000,0.13832161,-0.020551112,-0.004337386,0.0027473408,-0.0003596477,1.1172801e-07,0.0
657744000,0.10563041,-0.025865935,-0.0022418946,0.0026347283,-0.00035941193,-2.3302782e-06,0.0
657776000,0.07389769,-0.031247178,-0.0016698826,0.0025263543,-0.00034831834,-9.336131e-07,0.0
657812000,0.029319469,-0.028019268,-0.0011999751,0.0024173085,-0.00033162336,3.5066234e-06,0.0
657840000,0.004570287,-0.014106283,0.0053126123,0.0023411943,-0.00032206817,6.9143052e-06,0.0
657876000,-0.028744964,-0.017843131,-0.0023641433,0.0022513915,-0.00029888115,7.397355e-06,0.0
657904000,-0.059426006,-0.003457182,-0.0032931753,0.0022060757,-0.00028889463,8.337085e-06,0.0
657940000,-0.06436653,-0.0067823185,0.008500719,0.0021731057,-0.0002699986,3.5358482e-06,0.0
657972000,-0.06108256,0.0031838594,0.0035137662,0.002158922,-0.00026331402,-1.278062e-05,0.0
658000000,-0.060560867,-0.014256295,-0.00783454,0.0021622414,-0.00025824818,-7.78819e-06,0.0
658032000,-0.054687634,-0.0048660245,-0.007985869,0.0021693292,-0.00025068328,-8.0531945e-06,0.0
658064000,-0.037529744,0.0039977403,0.0032947352,0.0021685031,-0.00025313508,-2.124702e-06,0.0
658096000,-0.04261651,0.00406594,0.002347426,0.0021733153,-0.0002592919,-1.1154236e-05,0.0
658128000,-0.04202767,-0.008679631,0.0063361465,0.0021830583,-0.00026198776,-1.6009179e-05,0.0
658160000,-0.029063923,0.009467779,-0.002121943,0.00218971,-0.00024309299,-1.4856344e-05,0.0
658192000,-0.02487415,0.0025057509,-0.0061676097,0.0021987793,-0.00020443264,-1.1407984e-05,0.0
658224000,-0.010592416,0.008466916,0.004681806,0.0022023274,-0.0001667532,-1.4286004e-05,0.0
658260000,-0.018596882,0.011783663,-0.0045447685,0.0021878602,-0.00020502946,-1.968254e-05,0.0
658288000,-0.0066811885,0.010713199,0.0034421238,0.0021819975,-0.0002290594,-1.8262515e-05,0.0
658320000,-0.0035581284,0.0068581286,0.007887527,0.00218064,-0.00023241174,-1.3108469e-05,0.0
658352000,-0.0007652041,0.0011769622,0.0025305867,0.0021930996,-0.00019867168,-9.449566e-06,0.0
658384000,0.010648763,0.007214358,0.00075199595,0.0021984915,-0.00015296321,-1.7540182e-06,0.0
658420000,0.015879095,0.020836297,0.010419137,0.0021831265,-0.00010702116,-6.9624375e-06,0.0
658448000,0.0090532005,0.0299937,-0.0016165015,0.0021694857,-8.6738124e-05,-4.2508536e-06,0.0
658480000,0.010466165,0.04035264,0.00071213883,0.0021412263,-7.83866e-05,-9.615537e-06,0.0
658516000,0.009452951,0.020195797,-0.006769641,0.0021095688,-8.4513e-05,-7.4484797e-06,0.0
658544000,-0.0036187363,0.030540358,0.0036658645,0.002079143,-0.00010013991,-9.5242385e-06,0.0
658576000,-0.015888922,0.020122442,-0.012692466,0.0020494137,-0.00013095452,-3.8656185e-06,0.0
658612000,-0.009375177,0.017076902,0.012720766,0.002038725,-0.00016557174,-4.8267584e-06,0.0
658640000,-0.01251519,0.012276251,-0.0013591533,0.0020353044,-0.00018854004,-1.602517e-05,0.0
658672000,-0.014056204,0.008382185,0.01062422,0.0020174515,-0.00020505472,-2.2353428e-05,0.0
658704000,-0.016772412,-0.0050963154,0.004229775,0.0020016176,-0.0002162136,-2.1556343e-05,0.0
658740000,-0.017060125,-0.0035471404,0.005397417,0.0019748325,-0.00022482117,-2.957126e-05,0.0
658768000,-0.020116828,-0.0028439043,-0.00014812168,0.0019641998,-0.00023124128,-4.1144183e-05,0.0
658800000,-0.025063843,-0.0011171158,-0.0016200296,0.0019624035,-0.00022572292,-4.3264685e-05,0.0
658832000,-0.009598169,0.0020588548,-0.0059458944,0.0019655998,-0.00020394723,-4.9130198e-05,0.0
658868000,-0.015896061,0.0018277518,-0.005634007,0.001967035,-0.00019167499,-5.326302e-05,0.0
658896000,-0.004480031,0.013429718,0.0038116234,0.0019591749,-0.00020159842,-5.196513e-05,0.0
658928000,-0.009063108,-0.0068417643,-0.010059796,0.0019323323,-0.00020510529,-5.2057247e-05,0.0
658964000,-0.00986164,-0.009481837,0.00072769565,0.0019092362,-0.00020545466,-4.698306e-05,0.0
658992000,-0.014011174,-0.013698114,-0.013079704,0.0018985292,-0.00018601025,-3.2122276e-05,0.0
659024000,-0.016436616,-0.0010567405,-0.0016591002,0.0019011142,-0.00015661941,-3.7059202e-05,0.0
659060000,-0.0035210454,0.012280581,0.0050982516,0.0019009416,-0.00015365232,-6.02371e-05,0.0
659088000,-0.008351518,0.010756448,-0.0031603803,0.0018902741,-0.00015924989,-7.555946e-05,0.0
659120000,-0.002797468,0.014664095,-0.00065008923,0.0018798813,-0.00015918905,-9.7296994e-05,0.0
659152000,-0.005983251,0.006170099,-0.00788278,0.0018776476,-0.00015719255,-0.00011251052,0.0
659188000,0.013849267,-0.006405126,0.0050220247,0.001871565,-0.00015103765,-0.0001279428,0.0
659216000,0.0139579335,0.0054194103,-0.0041548843,0.0018700184,-0.00015850144,-0.00012629238,0.0
659252000,0.012307348,0.013245905,-0.007799147,0.0018526744,-0.00016939544,-0.00012408113,0.0
659280000,0.002002302,0.007513931,0.0033175875,0.001848734,-0.00016416701,-0.0001283842,0.0
659316000,0.0004749619,0.007939575,0.0001467372,0.001824338,-0.00016203233,-0.00012835728,0.0
659344000,-0.0007566283,-0.0013329773,-0.007391988,0.0018029221,-0.00015629617,-0.00011818322,0.0
659380000,0.0020753872,0.0013398435,-0.002032774,0.0017762522,-0.00015699468,-9.873273e-05,0.0
659408000,0.0033780583,-0.010561401,-0.009607086,0.001762786,-0.0001517005,-8.266109e-05,0.0
659440000,-0.013299807,0.0013473728,-0.00213867,0.001758224,-0.00015970846,-5.9376656e-05,0.0
659472000,0.00054001244,0.0013065939,-0.0034926236,0.0017396727,-0.0001540172,-3.96302e-05,0.0
659508000,-0.011398295,0.0034909227,0.004393315,0.0017296813,-0.00013848765,-2.3639968e-05,0.0
659536000,0.0042998507,0.014320141,0.002304554,0.0017180372,-0.0001385617,-7.932314e-06,0.0
659568000,-0.0005747896,0.012181933,0.012417462,0.0017069787,-0.0001352946,-2.1002985e-05,0.0
659600000,-0.012574563,-0.0042161252,8.293113e-05,0.0016942733,-0.00012857174,-2.7631474e-06,0.0
659632000,0.0009949851,0.003920339,0.0020976365,0.0016931692,-0.00012632746,1.2531197e-05,0.0
659664000,0.0009780655,-0.0012561204,0.0024402258,0.0016843984,-0.00012989547,2.588492e-05,0.0
659700000,0.014685066,0.00016269507,-0.002254664,0.0016560757,-0.00012972936,3.676033e-05,0.0
659732000,-0.0037705111,0.0070518465,-0.0007015891,0.0016320142,-0.00012886598,4.966387e-05,0.0
659760000,-0.0077371774,-0.0045853537,0.015338892,0.0016234642,-0.00012015811,4.5678462e-05,0.0
659796000,0.0010599704,0.00063722953,0.002250336,0.0016249645,-0.00010949627,5.971524e-05,0.0
659824000,-0.0016872523,0.010707053,-0.0020346858,0.001623526,-0.00010468979,6.486509e-05,0.0
659856000,0.009229144,0.002685302,-0.005060764,0.0016155863,-0.00011202272,5.947404e-05,0.0
659888000,-0.00011404889,0.008446276,0.004073753,0.0016001688,-0.00011251384,5.6086938e-05,0.0
659920000,0.006113912,-0.0012006657,-0.0028438484,0.0015954557,-0.00010534176,6.0736707e-05,0.0
659952000,0.014451702,-0.005372627,-0.0012673922,0.0015833963,-8.525536e-05,6.1651896e-05,0.0
659984000,0.0018978717,0.0026188272,-0.005851659,0.0015664762,-8.273305e-05,4.9033457e-05,0.0
660020000,-0.0014470868,0.00059609953,-0.003214895,0.0015608313,-8.658328e-05,3.8301143e-05,0.0
660048000,0.005133317,-0.00565733,0.008013329,0.0015564401,-8.2031656e-05,2.967573e-05,0.0
660080000,-0.0018420524,0.014510229,-0.002448922,0.001543782,-7.486732e-05,2.9224375e-05,0.0
660112000,0.0047107562,0.0043346295,0.00878291,0.0015242647,-7.777758e-05,2.3991892e-05,0.0
660148000,0.014853395,0.0036603059,-0.0002626729,0.0014975214,-8.376351e-05,2.011098e-05,0.0
660176000,-0.00021470274,0.0022723135,-0.0043650623,0.0014803514,-8.763757e-05,7.9359825e-06,0.0
660208000,-0.0056423983,-0.00017673383,-0.011526953,0.0014618366,-8.284832e-05,9.495681e-06,0.0
660240000,-0.0025796355,0.0037919478,0.0028624954,0.0014511491,-7.418388e-05,-4.172999e-06,0.0
660276000,-0.0005979775,0.016101357,0.00024471397,0.0014390534,-6.609451e-05,-6.763262e-06,0.0
660308000,-0.009596482,0.0043992326,-0.007003746,0.0014245269,-6.7354704e-05,-1.02085205e-05,0.0
