timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
657300000,12.150001,12.149966,-1.0,-1.0,0.0,0.0,0.9999792,1.0000029,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
657792000,12.136471,12.147485,-1.0,-1.0,0.0,0.0,0.99847496,1.0002072,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
658296000,12.12261,12.1410885,-1.0,-1.0,0.0,0.0,0.99459875,1.0007341,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
658800000,12.10875,12.132121,-1.0,-1.0,0.0,0.0,0.98916364,1.0014738,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
659292000,12.095221,12.121737,-1.0,-1.0,0.0,0.0,0.9828703,1.0023317,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
659796000,12.08136,12.109999,-1.0,-1.0,0.0,0.0,0.9757567,1.0033032,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
660300000,12.0675,12.097532,-1.0,-1.0,0.0,0.0,0.96820104,1.0043371,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
660792000,12.05397,12.084895,-1.0,-1.0,0.0,0.0,0.96054214,1.0053873,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
661296000,12.04011,12.071639,-1.0,-1.0,0.0,0.0,0.9525079,1.0064914,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
661800000,12.02625,12.058176,-1.0,-1.0,0.0,0.0,0.94434875,1.0076151,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
662292000,12.01272,12.044903,-1.0,-1.0,0.0,0.0,0.9363041,1.0087255,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
662796000,11.99886,12.031216,-1.0,-1.0,0.0,0.0,0.92800885,1.0098732,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
663300000,11.985001,12.017468,-1.0,-1.0,0.0,0.0,0.9196772,1.0110283,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
663792000,11.971471,12.004011,-1.0,-1.0,0.0,0.0,0.91152155,1.0121617,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
664296000,11.95761,11.9902,-1.0,-1.0,0.0,0.0,0.90315133,1.0133276,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
664800000,11.94375,11.976371,-1.0,-1.0,0.0,0.0,0.89476985,1.0144976,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
665292000,11.930221,11.962861,-1.0,-1.0,0.0,0.0,0.88658214,1.0156434,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
665796000,11.916361,11.949015,-1.0,-1.0,0.0,0.0,0.8781902,1.0168203,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
666300000,11.9025,11.935164,-1.0,-1.0,0.0,0.0,0.86979616,1.0180002,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
666792000,11.88897,11.921639,-1.0,-1.0,0.0,0.0,0.8615993,1.0191551,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
667296000,11.875111,11.9077835,-1.0,-1.0,0.0,0.0,0.8532018,1.020341,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
667800000,11.86125,11.893927,-1.0,-1.0,0.0,0.0,0.84480387,1.0215298,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
668292000,11.847721,11.880398,-1.0,-1.0,0.0,0.0,0.8366044,1.022693,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
668796000,11.83386,11.866539,-1.0,-1.0,0.0,0.0,0.82820517,1.0238875,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
669300000,11.82,11.85268,-1.0,-1.0,0.0,0.0,0.81980586,1.0250846,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
669792000,11.806471,11.839149,-1.0,-1.0,0.0,0.0,0.8116056,1.0262562,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
670296000,11.79261,11.82529,-1.0,-1.0,0.0,0.0,0.80320543,1.027459,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
670800000,11.77875,11.81143,-1.0,-1.0,0.0,0.0,0.79480577,1.0286647,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
671292000,11.765221,11.797899,-1.0,-1.0,0.0,0.0,0.7866055,1.0298444,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
671796000,11.751361,11.78404,-1.0,-1.0,0.0,0.0,0.77820617,1.0310556,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
672300000,11.7375,11.77018,-1.0,-1.0,0.0,0.0,0.7698056,1.0322697,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
