timestamp,timestamp_utc,lat,lon,seq,alt,ground_distance,q[0],q[1],q[2],q[3],result
680496000,1560333610797297,47.39754447108942,8.545220126513502,0,498.1128,-1.0,0.43488923,-0.042322796,-0.019018024,-0.8992878,-1
684804000,1560333615111699,47.397583298334695,8.545196302712379,1,498.03647,-1.0,0.99781036,-0.0076137083,-0.056240138,0.03396507,-1
688896000,1560333619210987,47.39760759241681,8.545193552361996,2,498.06314,-1.0,0.99430037,-0.0006569424,-0.026234044,0.10333501,-1
690708000,1560333621026424,47.3976253251362,8.545193614737912,3,498.0874,-1.0,0.97898364,-0.00011603866,-0.20322636,0.017034872,-1
693012000,1560333623334196,47.3976673502009,8.545194499428119,4,498.0993,-1.0,0.9956655,0.0016036229,-0.08760515,0.031192394,-1
697440000,1560333627770194,47.397709440174594,8.54519815012327,5,498.14413,-1.0,0.97020525,0.014800097,-0.22022493,0.09991892,-1
698880000,1560333629213867,47.397751148142184,8.54520818476642,6,498.1116,-1.0,0.96359897,0.03725861,-0.24221413,0.1068699,-1
699996000,1560333630330927,47.39779255766855,8.545220118684332,7,498.10327,-1.0,0.9617044,0.036102973,-0.24958155,0.10738028,-1
701088000,1560333631422884,47.39783399434869,8.545232776679885,8,498.1161,-1.0,0.96169984,0.035417464,-0.24910007,0.10875788,-1
702228000,1560333632566479,47.397875171148556,8.545245642490821,9,498.10428,-1.0,0.9752441,0.027312143,-0.18901734,0.111470245,-1
703776000,1560333634117585,47.397916284628266,8.545259271483209,10,498.10165,-1.0,0.98418856,0.016546749,-0.13563463,0.1127047,-1
706412000,1560333636757844,47.39795703176568,8.545272961621043,11,498.1128,-1.0,0.9913176,0.0072776936,-0.061408278,0.116041556,-1
714024000,1560333644383717,47.39791567620676,8.545283592464752,12,498.09827,-1.0,-0.023124667,0.036678556,0.0016083738,0.9990582,-1
715212000,1560333645573551,47.397909934259026,8.545283465669783,13,498.10553,-1.0,-0.023592966,0.027978407,0.0013532534,0.99932915,-1
717540000,1560333647906413,47.3978737685919,8.54528313289008,14,498.1186,-1.0,-0.002805001,0.2729868,0.0014297591,0.9620127,-1
718724000,1560333649093194,47.397831794663105,8.545282793608724,15,498.10776,-1.0,-0.0017126694,0.24221121,-0.00011897121,0.97022206,-1
719880000,1560333650251029,47.39778933561644,8.545282563346383,16,498.10605,-1.0,-0.0008705755,0.2485737,-0.0007987699,0.9686123,-1
720992000,1560333651362984,47.39774715942567,8.545282493260805,17,498.10443,-1.0,-0.00033541492,0.21428446,-0.0010195948,0.97677076,-1
722312000,1560333652687132,47.397704832309984,8.545282493243063,18,498.0933,-1.0,0.00029928147,0.16040474,-0.0014243036,0.9870503,-1
724304000,1560333654687596,47.39766291242007,8.545282864462473,19,498.07516,-1.0,-0.002295268,0.10217565,-0.0010960124,0.99476314,-1
728168000,1560333658554957,47.39762094387951,8.5452832784058,20,498.1032,-1.0,-0.0030872014,0.24622759,0.00047855655,0.96920705,-1
730140000,1560333660532629,47.39757896182076,8.54528317897432,21,498.0658,-1.0,-0.004806303,0.10944133,0.00088616885,0.9939813,-1
734004000,1560333664405775,47.39753695669666,8.545285099158122,22,498.10367,-1.0,0.17635651,0.15994208,-0.14674816,0.96009475,-1
737792000,1560333668203086,47.39751477784968,8.545337768475703,23,498.13556,-1.0,0.68835926,0.03392322,-0.020623878,0.72428274,-1
741444000,1560333671860369,47.39755329489778,8.54536272032168,24,498.12714,-1.0,0.9964038,0.006017958,-0.08390003,0.010204419,-1
745404000,1560333675829566,47.3975879767173,8.545366463796922,25,498.14,-1.0,0.99929076,0.0013354797,-0.03237208,-0.019190747,-1
746396000,1560333676821667,47.39759512399196,8.545366490118422,26,498.16367,-1.0,0.97886217,0.00017997948,-0.20451291,-0.0018689284,-1
747948000,1560333678375549,47.39763744811036,8.545366219287521,27,498.15164,-1.0,0.9697901,-0.00020147937,-0.24394059,-0.00035621063,-1
749088000,1560333679520433,47.39767980458877,8.545366195906993,28,498.13925,-1.0,0.96766603,-0.0011399493,-0.252232,-0.0006597766,-1
750204000,1560333680638075,47.39772170450241,8.54536605487202,29,498.12723,-1.0,0.96831757,-0.00084470713,-0.24971934,-0.000875045,-1
751280000,1560333681716930,47.39776379063214,8.545365873214925,30,498.11023,-1.0,0.96741676,-0.00028990913,-0.25318855,-0.0005646046,-1
752336000,1560333682775939,47.39780589839228,8.545365788966935,31,498.09323,-1.0,0.9673097,0.0001975582,-0.25359747,-0.00038671785,-1
753380000,1560333683825093,47.397847907870144,8.545365801571345,32,498.06573,-1.0,0.9667709,0.00018031418,-0.25564423,-0.00030701075,-1
754440000,1560333684888237,47.397890360458085,8.545365854465455,33,498.04306,-1.0,0.9656319,0.0006847406,-0.2599122,-0.00043284724,-1
755480000,1560333685929457,47.397932395597216,8.545365904523406,34,498.03015,-1.0,0.96533555,0.0004920522,-0.2610112,-0.00058131735,-1
756504000,1560333686956431,47.39797473972558,8.545366001054939,35,498.00974,-1.0,0.9654316,7.9466365e-05,-0.26065534,-0.00086957193,-1
757508000,1560333687961112,47.39801661447395,8.545366158431946,36,498.0198,-1.0,0.9656964,-0.0007694132,-0.25966758,-0.0016722403,-1
758624000,1560333689085076,47.39805894851616,8.5453662191827,37,498.01123,-1.0,0.9829053,-0.0016217813,-0.18407233,-0.0034376278,-1
760260000,1560333690722500,47.39810111546861,8.545366067172939,38,498.0306,-1.0,0.99177295,-0.0012614513,-0.12792909,-0.004359933,-1
763352000,1560333693824448,47.39814302615174,8.545365656763742,39,498.0598,-1.0,0.9986462,0.0005079648,-0.051749885,-0.005252246,-1
765512000,1560333695985718,47.39818523554203,8.54536589578764,40,498.08185,-1.0,0.99040604,-0.0016250273,-0.13816491,-0.0019606007,-1
768128000,1560333698609152,47.3982271508913,8.545365704550754,41,498.11172,-1.0,0.9982638,-0.00091056246,-0.05859546,-0.0059299683,-1
771104000,1560333701593828,47.3982652320725,8.545391685291985,42,498.12335,-1.0,0.8897585,0.03913127,-0.097787485,0.44411278,-1
777932000,1560333708436554,47.39824664317359,8.545447216063346,43,498.04272,-1.0,-0.007039841,0.062484708,0.0019055157,0.9980193,-1
781460000,1560333711976216,47.39822253027117,8.545447451641943,44,497.99908,-1.0,-0.0045141387,0.028539652,-0.0018585898,0.9995808,-1
783100000,1560333713621953,47.398204573651526,8.545447604299063,45,498.008,-1.0,-0.00056768814,0.23587021,-0.0013516172,0.97178346,-1
784412000,1560333714938445,47.39816222940366,8.545447868276224,46,497.9998,-1.0,-0.0008358316,0.23990616,-0.0011350608,0.97079504,-1
785576000,1560333716106844,47.39812017947008,8.545447921087089,47,498.00055,-1.0,-0.0005858146,0.24481508,-0.0015857896,0.9695683,-1
786688000,1560333717222983,47.3980782008939,8.545448047753387,48,498.00662,-1.0,-0.00029495123,0.24813376,-0.0009423833,0.9687253,-1
787768000,1560333718308412,47.39803596555128,8.545448021995524,49,498.01578,-1.0,-0.00023382466,0.2513056,-0.0019785643,0.96790576,-1
788836000,1560333719383383,47.39799379913039,8.54544810816759,50,498.01486,-1.0,-0.00014956534,0.25201964,-0.0020362707,0.96772,-1
789916000,1560333720462719,47.39795141970115,8.545448264141204,51,498.03085,-1.0,7.835716e-05,0.25760442,-0.0031111701,0.9662455,-1
790976000,1560333721526718,47.39790929793021,8.545448492841626,52,498.0516,-1.0,-0.0001685298,0.25762528,-0.0032003056,0.9662397,-1
792004000,1560333722560900,47.397867090633504,8.545448771716506,53,498.071,-1.0,-0.0009918476,0.25945112,-0.0021441816,0.9657533,-1
793024000,1560333723584816,47.39782495157211,8.545448977698298,54,498.1002,-1.0,-0.0017278198,0.25973395,-0.0018254956,0.96567696,-1
794032000,1560333724594433,47.397782748595716,8.545449149495417,55,498.12656,-1.0,-0.002314707,0.25988212,-0.0013347978,0.9656367,-1
795052000,1560333725616673,47.39774049355488,8.545449184630405,56,498.14618,-1.0,-0.0029842767,0.2647618,-0.0021196343,0.96430695,-1
796160000,1560333726727029,47.397698511741,8.545449281823666,57,498.14862,-1.0,-0.0046268194,0.1892996,-0.000977728,0.981908,-1
797672000,1560333728242745,47.39765626137642,8.545449223223642,58,498.16946,-1.0,-0.008718065,0.12951773,0.00036511905,0.99153876,-1
800528000,1560333731107827,47.397614283305266,8.545448620092094,59,498.17828,-1.0,-0.018087763,0.05401108,-0.0017554768,0.998375,-1
802964000,1560333733552673,47.397572067028236,8.54544845700084,60,498.1198,-1.0,-0.0044372324,0.14379206,-6.373653e-05,0.9895981,-1
805496000,1560333736098487,47.39753033250674,8.54544784052834,61,498.07822,-1.0,-0.0058602775,0.06779939,0.00046401803,0.99768174,-1
809428000,1560333740100536,47.39749675245641,8.545485086494212,62,498.0486,-1.0,0.6820969,0.052265327,-0.035974424,0.728504,-1
814496000,1560333745187998,47.39752800822765,8.545526457080497,63,498.04868,-1.0,0.99637306,0.006822321,-0.08318274,0.016576277,-1
818984000,1560333749700182,47.39756530986716,8.545530474107695,64,498.04504,-1.0,0.9995645,0.0013751276,-0.029388832,-0.002301379,-1
819800000,1560333750518792,47.397569845310095,8.545530579105964,65,498.05588,-1.0,0.9845249,0.0011674348,-0.17523536,-0.0013904147,-1
821576000,1560333752300930,47.39761225702176,8.545530428293095,66,498.0576,-1.0,0.9679692,0.0014386844,-0.25106436,0.0006035292,-1
822704000,1560333753430561,47.39765431989743,8.545530295142884,67,498.05692,-1.0,0.9696437,0.0028231272,-0.2445052,0.0007212223,-1
823808000,1560333754537163,47.397696528030764,8.54553036020648,68,498.075,-1.0,0.96949804,0.002011277,-0.24509037,0.0005312365,-1
824888000,1560333755622215,47.397738583988485,8.545530463414384,69,498.0996,-1.0,0.9684547,0.0010876823,-0.24918714,0.00044782498,-1
825988000,1560333756724722,47.397781005142065,8.545530544765608,70,498.12805,-1.0,0.96748143,0.0006334315,-0.25294134,0.00013025632,-1
827072000,1560333757812779,47.39782352319722,8.545530523531463,71,498.13693,-1.0,0.9670127,0.0008704506,-0.25472695,4.4489876e-05,-1
828112000,1560333758861241,47.39786583224703,8.545530442607593,72,498.1347,-1.0,0.966663,0.0014149295,-0.25604832,0.00021412397,-1
829136000,1560333759895491,47.397907567822514,8.545530322602724,73,498.13922,-1.0,0.96605587,0.0011103126,-0.25833052,0.00056835817,-1
830156000,1560333760921422,47.39795001402936,8.545530325581518,74,498.12943,-1.0,0.96574134,0.0013983154,-0.25950223,0.00047009272,-1
831184000,1560333761953938,47.39799173036762,8.545530319502069,75,498.12527,-1.0,0.96501356,0.0015354858,-0.26219556,0.00036795053,-1
832196000,1560333762972921,47.39803425060767,8.545530320162078,76,498.13895,-1.0,0.9651055,0.001056553,-0.26185936,0.00022171161,-1
833228000,1560333764014328,47.39807627234146,8.545530319593787,77,498.13208,-1.0,0.97852683,0.0016008035,-0.20611358,2.0229812e-05,-1
834584000,1560333765383103,47.39811800435779,8.545530393895346,78,498.13474,-1.0,0.99006295,0.0011782452,-0.14061984,-0.00026903558,-1
836944000,1560333767764340,47.398159912331565,8.545530366694068,79,498.13013,-1.0,0.9974899,0.00025509854,-0.07079948,-0.0011395362,-1
839884000,1560333770721162,47.39820198895533,8.545529973576947,80,498.10724,-1.0,0.99124,-0.00032687312,-0.13207002,0.0007972821,-1
842068000,1560333772914259,47.39824393682725,8.545529666783068,81,498.08755,-1.0,0.9963686,0.0017759855,-0.0849717,0.0051333555,-1
846836000,1560333777713711,47.39827632170828,8.545569147130255,82,498.08258,-1.0,0.5843715,0.036728263,-0.039457962,0.8096938,-1
851992000,1560333782896235,47.39824344496841,8.545607508164933,83,498.1053,-1.0,0.019812826,0.09734492,-0.010890483,0.9949939,-1
855700000,1560333786617664,47.39820158275924,8.545612599801201,84,498.1143,-1.0,-0.0015132092,0.048674785,-0.0017454299,0.998812,-1
857288000,1560333788212381,47.39819207968149,8.545613054209149,85,498.12286,-1.0,-0.011272716,0.033756092,-0.0018294904,0.99936485,-1
859408000,1560333790341394,47.39815964672279,8.545613227537741,86,498.164,-1.0,-0.001174947,0.27476478,-0.0003370595,0.9615107,-1
860560000,1560333791498065,47.39811749510497,8.545613312617224,87,498.13943,-1.0,-0.00096053514,0.2451736,6.6499706e-05,0.9694788,-1
861700000,1560333792645369,47.398075228903785,8.545613296286678,88,498.13144,-1.0,-0.0004954104,0.25377956,-0.0011074241,0.96726143,-1
862808000,1560333793758646,47.39803297599634,8.545613194811173,89,498.11426,-1.0,-0.00035552034,0.25388032,-0.0012332393,0.9672348,-1
863888000,1560333794847407,47.39799048409338,8.545613217625052,90,498.09592,-1.0,-0.0005944937,0.25478077,-0.0009673192,0.9669983,-1
864940000,1560333795906812,47.39794817931466,8.54561320028376,91,498.08017,-1.0,-0.00046674654,0.25673756,-0.000995927,0.96648055,-1
