timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
657168000,0,473977509,85456065,488104,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.01,0.0,0.9747377,0,nan,nan,3,0,10
657368000,0,473977509,85456065,488099,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,-0.01,-0.02,3.8027859,0,nan,nan,3,0,10
657568000,0,473977509,85456065,488104,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.03,0.0,0.0,3.011128,0,nan,nan,3,0,10
657768000,0,473977510,85456065,488109,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,0.39094225,0,nan,nan,3,0,10
657968000,0,473977509,85456065,488123,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,-0.03,0.02,-0.26,2.4121485,0,nan,nan,3,0,10
658168000,0,473977509,85456065,488241,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,0.0,0.049999997,-0.85999995,1.664297,0,nan,nan,3,0,10
658368000,0,473977509,85456068,488499,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.01,0.049999997,-1.53,1.8114239,0,nan,nan,3,0,10
658568000,0,473977509,85456070,488847,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,0.0,0.08,-1.91,1.48942,0,nan,nan,3,0,10
658768000,0,473977509,85456072,489227,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,-0.01,0.049999997,-1.76,1.8011267,0,nan,nan,3,0,10
658968000,0,473977509,85456073,489585,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,-0.02,0.02,-1.73,2.274795,0,nan,nan,3,0,10
659168000,0,473977508,85456074,489923,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,-0.02,0.04,-1.7099999,2.0259185,0,nan,nan,3,0,10
659368000,0,473977508,85456075,490272,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,-0.01,0.0,-1.65,2.8622556,0,nan,nan,3,0,10
659568000,0,473977508,85456075,490618,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,-0.02,0.01,-1.67,2.6257706,0,nan,nan,3,0,10
659768000,0,473977508,85456075,490942,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,0.0,0.02,-1.64,1.8658766,0,nan,nan,3,0,10
659968000,0,473977507,85456076,491268,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,-0.02,0.02,-1.5899999,2.4044693,0,nan,nan,3,0,10
660168000,0,473977507,85456076,491607,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.02,0.0,0.03,-1.5699999,1.815438,0,nan,nan,3,0,10
660368000,0,473977506,85456076,491923,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,-0.01,0.01,-1.54,2.4959219,0,nan,nan,3,0,10
660568000,0,473977505,85456076,492242,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,-0.02,0.0,-1.52,3.4064333,0,nan,nan,3,0,10
660768000,0,473977505,85456075,492563,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,-0.049999997,0.0,-1.56,3.2725704,0,nan,nan,3,0,10
660968000,0,473977504,85456075,492879,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.0,-0.03,-1.51,4.5967126,0,nan,nan,3,0,10
661168000,0,473977503,85456074,493196,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,-0.02,0.0,-1.55,3.351457,0,nan,nan,3,0,10
661368000,0,473977503,85456073,493504,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,-0.02,-0.03,-1.4699999,4.157601,0,nan,nan,3,0,10
661568000,0,473977501,85456073,493782,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,-0.01,-0.03,-1.3399999,4.271393,0,nan,nan,3,0,10
661868000,0,473977501,85456072,494057,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,-0.03,-0.03,-1.23,3.821984,0,nan,nan,3,0,10
662068000,0,473977501,85456070,494307,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.04,-0.03,-1.24,3.7219796,0,nan,nan,3,0,10
662268000,0,473977500,85456069,494545,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.03,-0.03,-1.12,3.9963372,0,nan,nan,3,0,10
662468000,0,473977500,85456067,494760,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.04,-0.06,-1.04,4.0263557,0,nan,nan,3,0,10
662668000,0,473977499,85456066,494981,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.04,-0.06,-0.95,4.133516,0,nan,nan,3,0,10
662868000,0,473977498,85456065,495182,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.01,-0.07,-0.91999996,4.535628,0,nan,nan,3,0,10
663068000,0,473977498,85456062,495373,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.02,-0.04,-0.81,4.1500964,0,nan,nan,3,0,10
663268000,0,473977498,85456060,495532,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,-0.03,-0.06,-0.74,4.2722654,0,nan,nan,3,0,10
663468000,0,473977498,85456059,495691,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.06,0.0,-0.02,-0.75,4.5656466,0,nan,nan,3,0,10
663668000,0,473977497,85456058,495836,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.0,-0.049999997,-0.66999996,4.720802,0,nan,nan,3,0,10
663868000,0,473977497,85456057,495979,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.049999997,0.0,-0.04,-0.68,4.8066697,0,nan,nan,3,0,10
664068000,0,473977497,85456056,496097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.01,-0.049999997,-0.59999996,5.024306,0,nan,nan,3,0,10
664268000,0,473977498,85456054,496223,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.0,-0.04,-0.61,4.6721087,0,nan,nan,3,0,10
664468000,0,473977498,85456052,496341,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,-0.01,-0.04,-0.53,4.468435,0,nan,nan,3,0,10
664668000,0,473977498,85456051,496447,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,0.0,-0.049999997,-0.51,4.8148727,0,nan,nan,3,0,10
664868000,0,473977498,85456051,496548,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,0.03,-0.02,-0.51,5.6805305,0,nan,nan,3,0,10
665068000,0,473977499,85456050,496641,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,0.03,-0.02,-0.48,5.637422,0,nan,nan,3,0,10
665268000,0,473977499,85456049,496734,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.03,0.049999997,0.0,-0.47,6.279684,0,nan,nan,3,0,10
665468000,0,473977500,85456049,496818,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.01,-0.02,-0.39,5.248225,0,nan,nan,3,0,10
665668000,0,473977500,85456049,496897,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.07,0.0,-0.37,0.030193307,0,nan,nan,3,0,10
665868000,0,473977501,85456049,496967,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.04,0.0,-0.32,6.197307,0,nan,nan,3,0,10
666068000,0,473977502,85456049,497041,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.049999997,0.0,-0.37,6.19626,0,nan,nan,3,0,10
666268000,0,473977503,85456049,497099,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.04,0.02,-0.32,0.43265438,0,nan,nan,3,0,10
666468000,0,473977504,85456049,497153,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.03,0.0,-0.28,0.08499503,0,nan,nan,3,0,10
666668000,0,473977505,85456049,497213,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.02,0.01,-0.24,0.5363239,0,nan,nan,3,0,10
666968000,0,473977506,85456050,497264,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.03,0.01,-0.22999999,0.3303811,0,nan,nan,3,0,10
667168000,0,473977506,85456051,497308,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.03,0.049999997,-0.26999998,1.0574639,0,nan,nan,3,0,10
667368000,0,473977507,85456052,497367,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,0.03,0.01,-0.26,0.4497581,0,nan,nan,3,0,10
667568000,0,473977507,85456052,497414,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.04,-0.01,-0.03,-0.25,4.2068176,0,nan,nan,3,0,10
667768000,0,473977505,85456047,497464,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.41,-0.26,-0.34,-0.24,4.0534077,0,nan,nan,3,0,10
667968000,0,473977497,85456032,497508,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,1.0,-0.59999996,-0.77,-0.19,4.05079,0,nan,nan,3,0,10
668168000,0,473977483,85456003,497551,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,1.5799999,-0.97999996,-1.27,-0.14999999,4.0560255,0,nan,nan,3,0,10
668368000,0,473977462,85455963,497590,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,2.09,-1.27,-1.6999999,-0.12,4.0685916,0,nan,nan,3,0,10
668568000,0,473977435,85455912,497625,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,2.57,-1.56,-2.03,-0.14,4.0575967,0,nan,nan,3,0,10
668768000,0,473977404,85455852,497653,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,3.0,-1.8299999,-2.3799999,-0.17,4.056549,0,nan,nan,3,0,10
668968000,0,473977369,85455785,497671,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,3.3799999,-2.05,-2.6599998,-0.099999994,4.055153,0,nan,nan,3,0,10
669168000,0,473977328,85455707,497698,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,3.72,-2.31,-2.9199998,-0.089999996,4.0411906,0,nan,nan,3,0,10
669368000,0,473977284,85455624,497719,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,3.97,-2.49,-3.09,-0.06,4.032988,0,nan,nan,3,0,10
669568000,0,473977238,85455540,497733,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,4.0499997,-2.55,-3.1399999,-0.02,4.028625,0,nan,nan,3,0,10
