timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
657304000,nan,nan,nan,0.39087838,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657404000,0.05770023,-0.1369552,-0.01923508,0.39097306,0.0,0.018730773,-0.023516659,-0.0065983497,0.0,0.0,0.0,0.0,0.0,0.0,-0.010911507,0.010072172,-0.5021727
657500000,0.057536196,-0.13661171,-0.03058445,0.39098567,0.0,-0.008787536,0.011374384,-0.03810099,0.0,0.0,0.0,0.0,0.0,0.0,-0.014814756,0.015290621,-0.5251693
657596000,0.056970786,-0.13585614,-0.05997638,0.390931,0.0,-0.0032987683,-0.0030917437,-0.116695434,0.0,0.0,0.0,0.0,0.0,0.0,-0.013536618,0.0121379495,-0.5772834
657692000,0.056661904,-0.13560984,-0.11622312,0.391033,0.0,-0.0057960413,-0.00079733133,-0.2644594,0.0,0.0,0.0,0.0,0.0,0.0,-0.01334132,0.010158026,-0.6312064
657808000,0.056162465,-0.13523155,-0.22806881,0.39104858,0.0,-0.004154466,0.0001030718,-0.5527721,0.0,0.0,0.0,0.0,0.0,0.0,-0.011065036,0.0048180725,-0.6633433
657904000,0.05577848,-0.13493307,-0.3501668,0.39091873,0.0,-0.004057188,-0.006955867,-0.86282027,0.0,0.0,0.0,0.0,0.0,0.0,-0.009651955,-0.00093436096,-0.68858844
658004000,0.05539864,-0.13464418,-0.4956155,0.39106172,0.0,-0.0043991213,-0.008698403,-1.229266,0.0,0.0,0.0,0.0,0.0,0.0,-0.009093144,-0.0023834438,-0.6958779
658100000,0.055072464,-0.13439792,-0.64362204,0.39109808,0.0,-0.0004460581,-0.013761934,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0074813548,-0.0025838078,-0.6436583
658196000,0.054667972,-0.13416706,-0.79102683,0.3910393,0.0,-0.0017397914,-0.018193765,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.009868943,-0.0032366435,-0.5402587
658292000,0.054283265,-0.13392578,-0.9347976,0.3910393,0.0,-0.0047814823,-0.021169566,-1.9003416,0.0,0.0,0.0,0.0,0.0,0.0,-0.009607996,-0.0028112426,-0.65717655
658388000,0.053505912,-0.13356042,-1.0787703,0.3910393,0.0,-0.0011360154,-0.023450969,-1.8658693,0.0,0.0,0.0,0.0,0.0,0.0,-0.010458246,-0.0024554397,-0.50045437
658504000,0.052757666,-0.13320854,-1.2527125,0.3910393,0.0,-0.003970216,-0.028476406,-1.8386978,0.0,0.0,0.0,0.0,0.0,0.0,-0.0123377545,-0.004376928,-0.59424865
658604000,0.052182168,-0.13286209,-1.4027,0.3910393,0.0,-0.0029043795,-0.032015286,-1.807165,0.0,0.0,0.0,0.0,0.0,0.0,-0.011054388,-0.0043598595,-0.577052
658700000,0.051563386,-0.13258225,-1.5467452,0.3910393,0.0,-0.002350593,-0.036873613,-1.7840394,0.0,0.0,0.0,0.0,0.0,0.0,-0.010305276,-0.0062890155,-0.57697415
658796000,0.05114846,-0.13233158,-1.6907433,0.3910393,0.0,-0.003693638,-0.040589917,-1.7613539,0.0,0.0,0.0,0.0,0.0,0.0,-0.010986817,-0.00618174,-0.5791969
