timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
656440000,inf,1,0,0,0,0
657348000,inf,0,0,0,0,0
658348000,inf,0,0,0,0,0
659348000,inf,0,0,0,0,0
660352000,inf,0,0,0,0,0
661368000,inf,0,0,0,0,0
662384000,inf,0,0,0,0,0
663384000,inf,0,0,0,0,0
664384000,inf,0,0,0,0,0
665400000,inf,0,0,0,0,0
666400000,inf,0,0,0,0,0
667400000,inf,0,0,0,0,0
668416000,inf,0,0,0,0,0
669416000,inf,0,0,0,0,0
670416000,inf,0,0,0,0,0
671432000,inf,0,0,0,0,0
672432000,inf,0,0,0,0,0
673432000,inf,0,0,0,0,0
674448000,inf,0,0,0,0,0
675448000,inf,0,0,0,0,0
676448000,inf,0,0,0,0,0
677464000,inf,0,0,0,0,0
678464000,inf,0,0,0,0,0
679464000,inf,0,0,0,0,0
680480000,inf,0,0,0,0,0
681480000,inf,0,0,0,0,0
682480000,inf,0,0,0,0,0
683496000,inf,0,0,0,0,0
684496000,inf,0,0,0,0,0
685496000,inf,0,0,0,0,0
686512000,inf,0,0,0,0,0
687512000,inf,0,0,0,0,0
688512000,inf,0,0,0,0,0
689528000,inf,0,0,0,0,0
690528000,inf,0,0,0,0,0
691528000,inf,0,0,0,0,0
692544000,inf,0,0,0,0,0
693544000,inf,0,0,0,0,0
694544000,inf,0,0,0,0,0
695560000,inf,0,0,0,0,0
696560000,inf,0,0,0,0,0
697560000,inf,0,0,0,0,0
698576000,inf,0,0,0,0,0
699576000,inf,0,0,0,0,0
700576000,inf,0,0,0,0,0
701592000,inf,0,0,0,0,0
702592000,inf,0,0,0,0,0
703592000,inf,0,0,0,0,0
704608000,inf,0,0,0,0,0
705608000,inf,0,0,0,0,0
706608000,inf,0,0,0,0,0
707624000,inf,0,0,0,0,0
708624000,inf,0,0,0,0,0
709624000,inf,0,0,0,0,0
710640000,inf,0,0,0,0,0
711640000,inf,0,0,0,0,0
712640000,inf,0,0,0,0,0
713656000,inf,0,0,0,0,0
714656000,inf,0,0,0,0,0
715656000,inf,0,0,0,0,0
716672000,inf,0,0,0,0,0
717672000,inf,0,0,0,0,0
718672000,inf,0,0,0,0,0
719688000,inf,0,0,0,0,0
720688000,inf,0,0,0,0,0
721688000,inf,0,0,0,0,0
722704000,inf,0,0,0,0,0
723704000,inf,0,0,0,0,0
724704000,inf,0,0,0,0,0
