timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
657292000,0.20268096,-0.079159774,0.43025953
657304000,0.20268098,-0.07915977,0.43025953
657312000,0.20268098,-0.07915977,0.43025953
657324000,0.20268099,-0.07915974,0.43025953
657332000,0.2020604,-0.07599967,0.42714065
657344000,0.20206048,-0.07599966,0.42714062
657352000,0.20206054,-0.07599966,0.4271406
657364000,0.20206058,-0.07599963,0.42714056
657372000,0.20206061,-0.07599963,0.42714056
657384000,0.20364751,-0.07867731,0.43001917
657392000,0.20364751,-0.07867732,0.43001917
657404000,0.20364751,-0.078677274,0.4300192
657412000,0.20364751,-0.07867727,0.43001917
657424000,0.20364752,-0.07867731,0.43001917
657432000,0.19941776,-0.07584223,0.43029907
657444000,0.19941776,-0.07584228,0.43029904
657452000,0.19941776,-0.07584229,0.43029904
657464000,0.19941776,-0.07584224,0.43029907
657472000,0.19941776,-0.07584225,0.43029907
657484000,0.20511824,-0.07681536,0.4281722
657492000,0.20511824,-0.07681526,0.42817223
657504000,0.20511824,-0.07681532,0.42817223
657512000,0.20511824,-0.07681532,0.42817223
657524000,0.20511824,-0.07681528,0.42817223
657532000,0.20511824,-0.07681528,0.42817223
657544000,0.20586267,-0.07593783,0.42945796
657552000,0.20586267,-0.07593783,0.42945796
657564000,0.20586269,-0.075937755,0.42945796
657572000,0.2058627,-0.075937755,0.42945796
657584000,0.20586269,-0.07593772,0.42945796
657592000,0.20374326,-0.076199844,0.43190968
657604000,0.20374319,-0.076144256,0.43191952
657612000,0.20374316,-0.07606703,0.43193313
657624000,0.20374314,-0.0758645,0.43196878
657632000,0.20374319,-0.07565911,0.43200478
657644000,0.20169973,-0.07335759,0.42717037
657652000,0.20170794,-0.072974004,0.42723218
657664000,0.20174056,-0.07228593,0.42733374
657672000,0.20177501,-0.07179002,0.4274011
657684000,0.20184232,-0.071030214,0.42749622
657692000,0.20204215,-0.07454189,0.428336
657704000,0.20213641,-0.07380185,0.42841965
657712000,0.20220786,-0.07333217,0.4284666
657724000,0.20232262,-0.07266045,0.42852685
657732000,0.20240234,-0.07223961,0.42856035
657744000,0.2037442,-0.07086828,0.43078086
657752000,0.2038319,-0.070523925,0.43079588
657764000,0.20396002,-0.07007628,0.43080828
657772000,0.20404121,-0.0698181,0.43081176
