timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
3208000,0.0,0.0,0.4087593,0.0,0.9791871,0.0,0.0,0.20295976,0.0,0.0,-0.08,1,0,0,0,0,0
3312000,0.0,0.0,0.40886253,0.0,0.9791766,0.0,0.0,0.2030103,0.0,0.0,-0.08,1,0,0,0,0,0
3412000,0.0,0.0,0.40878165,0.0,0.9791848,0.0,0.0,0.2029707,0.0,0.0,-0.08,1,0,0,0,0,0
3512000,0.0,0.0,0.40864703,0.0,0.97919846,0.0,0.0,0.20290479,0.0,0.0,-0.08,1,0,0,0,0,0
3608000,0.0,0.0,0.40854982,0.0,0.97920835,0.0,0.0,0.2028572,0.0,0.0,-0.08,1,0,0,0,0,0
3716000,0.0,0.0,0.40876663,0.0,0.97918636,0.0,0.0,0.20296335,0.0,0.0,-0.08,1,0,0,0,0,0
3816000,0.0,0.0,0.4087709,0.0,0.9791859,0.0,0.0,0.20296544,0.0,0.0,-0.08,1,0,0,0,0,0
3908000,0.0,0.0,0.40853167,0.0,0.9792102,0.0,0.0,0.20284832,0.0,0.0,-0.08,1,0,0,0,0,0
4015999,0.0,0.0,0.4083783,0.0,0.9792257,0.0,0.0,0.20277323,0.0,0.0,-0.08,1,0,0,0,0,0
4119999,0.0,0.0,0.4079879,0.0,0.9792653,0.0,0.0,0.20258208,0.0,0.0,-0.08,1,0,0,0,0,0
4220000,0.0,0.0,0.40768093,0.0,0.9792964,0.0,0.0,0.20243177,0.0,0.0,-0.08,1,0,0,0,0,0
4324000,0.0,0.0,0.40754828,0.0,0.9793098,0.0,0.0,0.20236681,0.0,0.0,-0.08,1,0,0,0,0,0
4420000,0.0,0.0,0.4078207,0.0,0.9792822,0.0,0.0,0.20250021,0.0,0.0,-0.08,1,0,0,0,0,0
4520000,0.0,0.0,0.40791342,0.0,0.97927284,0.0,0.0,0.2025456,0.0,0.0,-0.08,1,0,0,0,0,0
4624000,0.0,0.0,0.40792248,0.0,0.9792719,0.0,0.0,0.20255004,0.0,0.0,-0.08,1,0,0,0,0,0
4720000,0.0,0.0,0.40814623,0.0,0.97924924,0.0,0.0,0.20265959,0.0,0.0,-0.08,1,0,0,0,0,0
4820000,0.0,0.0,0.40833136,0.0,0.97923046,0.0,0.0,0.20275024,0.0,0.0,-0.08,1,0,0,0,0,0
4920000,0.0,0.0,0.40845424,0.0,0.979218,0.0,0.0,0.2028104,0.0,0.0,-0.08,1,0,0,0,0,0
5020000,0.0,0.0,0.4087154,0.0,0.97919154,0.0,0.0,0.20293826,0.0,0.0,-0.08,1,0,0,0,0,0
5120000,0.0,0.0,0.40892392,0.0,0.9791704,0.0,0.0,0.20304036,0.0,0.0,-0.08,1,0,0,0,0,0
5220000,0.0,0.0,0.40935123,0.0,0.979127,0.0,0.0,0.20324956,0.0,0.0,-0.08,1,0,0,0,0,0
