timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1084000,0,4000000.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,36
1160000,0,4000000.0,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,43
2084000,0,4000000.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,37
2160000,0,4000000.0,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,43
3084000,0,4000000.0,1.0,0.0,0.6842629,0.0,0,0,0,0,0,0,0,0,1,1,37
3160000,0,4000000.0,1.0,0.0,7.68227,0.0,0,0,0,0,0,2,0,0,1,1,43
4084000,0,4000000.0,1.0,0.0,7.451195,0.0,0,0,0,0,0,0,0,0,1,1,37
4164000,0,4000000.0,1.0,0.0,20.525894,0.0,0,0,0,0,0,2,0,0,1,1,43
5084000,0,4000000.0,1.0,0.0,11.123517,0.0,0,0,0,0,0,0,0,0,1,1,37
5164000,0,4000000.0,1.0,0.0,23.406372,0.0,0,0,0,0,0,2,0,0,1,1,43
6084000,0,4000000.0,1.0,0.0,11.298987,0.0,0,0,0,0,0,0,0,0,1,1,37
6164000,0,4000000.0,1.0,0.0,23.520914,0.0,0,0,0,0,0,2,0,0,1,1,43
7084000,0,4000000.0,1.0,0.0,11.148405,0.0,0,0,0,0,0,0,0,0,1,1,37
7164000,0,4000000.0,1.0,0.0,23.456173,0.0,0,0,0,0,0,2,0,0,1,1,43
8088000,0,4000000.0,1.0,0.0,11.266932,0.0,0,0,0,0,0,0,0,0,1,1,37
8168000,0,4000000.0,1.0,0.0,23.429281,0.0,0,0,0,0,0,2,0,0,1,1,43
9088000,0,4000000.0,1.0,0.0,11.1394415,0.0,0,0,0,0,0,0,0,0,1,1,37
9168000,0,4000000.0,1.0,0.0,23.512947,0.0,0,0,0,0,0,2,0,0,1,1,43
10088000,0,4000000.0,1.0,0.0,11.350596,0.0,0,0,0,0,0,0,0,0,1,1,37
10168000,0,4000000.0,1.0,0.0,23.657368,0.0,0,0,0,0,0,2,0,0,1,1,43
11088000,0,4000000.0,1.0,0.0,11.123505,0.0,0,0,0,0,0,0,0,0,1,1,37
11168000,0,4000000.0,1.0,0.0,23.578684,0.0,0,0,0,0,0,2,0,0,1,1,43
11404000,11400000,4000000.0,1.0,0.0,11.3217125,0.0,255,0,6,4,0,0,0,0,1,1,37
12168000,0,4000000.0,1.0,0.0,23.415337,0.0,0,0,0,0,0,2,0,0,1,1,43
12204000,12200000,4000000.0,1.0,0.020916333,12.729082,0.0,255,0,6,4,0,0,0,0,1,1,37
12400000,12396000,4000000.0,1.0,0.020916333,12.729082,0.0,255,0,6,4,0,0,0,0,1,1,37
13168000,0,4000000.0,1.0,0.0,25.183266,0.0,0,0,0,0,0,2,0,0,1,1,43
13400000,13396000,4000000.0,1.0,0.49103582,33.7749,0.0,255,0,6,4,0,0,0,0,1,1,37
14168000,0,4000000.0,1.0,0.0,25.655376,0.0,0,0,0,0,0,2,0,0,1,1,43
14396000,14392000,4000000.0,1.0,0.020916333,11.082668,0.0,255,0,6,4,0,0,0,0,1,1,37
15168000,0,4000000.0,1.0,0.0,25.718124,0.0,0,0,0,0,0,2,0,0,1,1,43
15396000,15392000,4000000.0,1.0,0.020916333,11.288844,0.0,255,0,6,4,0,0,0,0,1,1,37
16168000,0,4000000.0,1.0,0.0,25.719122,0.0,0,0,0,0,0,2,0,0,1,1,43
16395999,16392000,4000000.0,1.0,0.020916354,11.011963,0.0,255,0,6,4,0,0,0,0,1,1,37
