timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
3152000,0.0,0.0,0.0,0.0025885538,-0.0002210904,-0.08816528,0.0,0.0,0.0,-0.0067202747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27927476,0.2792748,4.193638,0.0,0.0,0.0,0.09212284,0.0,0.0,0.0,0.0,0.0,0.00080467435,0.0077323196,0.006926983,0.0,0.0,0.0,0.0,0.0,0.0
3352000,0.0,0.0,0.0,0.004490852,-2.3850704e-05,0.052703857,0.0,0.0,0.0,0.00029689074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734026,0.27340266,4.193651,0.0,0.0,0.0,0.0917709,0.0,0.0,0.0,0.0,0.0,0.00028728417,0.021162035,0.022718975,0.0,0.0,0.0,0.0,0.0,0.0
3552000,0.0,0.0,0.0,0.0069199563,0.00017121303,0.022918701,0.0,0.0,0.0,-0.01266399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27058983,0.27058995,4.1956773,0.0,0.0,0.0,0.09155131,0.0,0.0,0.0,0.0,0.0,5.779246e-05,0.0103675695,0.013695222,0.0,0.0,0.0,0.0,0.0,0.0
3752000,0.0,0.0,0.0,0.009930317,0.00041109623,0.033691406,0.0,0.0,0.0,0.011021048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26840916,0.26840934,4.1917334,0.0,0.0,0.0,0.091370404,0.0,0.0,0.0,0.0,0.0,0.00025413238,0.02344595,0.02931415,0.0,0.0,0.0,0.0,0.0,0.0
3952000,0.0,0.0,0.0,0.012987137,0.00049441174,-0.011566162,0.0,0.0,0.0,0.011782736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673423,0.26734257,4.185479,0.0,0.0,0.0,0.091250926,0.0,0.0,0.0,0.0,0.0,0.00069399615,0.016511016,0.022425197,0.0,0.0,0.0,0.0,0.0,0.0
4148000,0.0,0.0,0.0,0.016008437,0.0006229009,-0.026489258,0.0,0.0,0.0,-0.0045161545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26690224,0.26690263,4.1773906,0.0,0.0,0.0,0.091147035,0.0,0.0,0.0,0.0,0.0,0.0009247127,0.017824836,0.022892356,0.0,0.0,0.0,0.0,0.0,0.0
4348000,0.0,0.0,0.0,0.01876418,0.00088136113,-0.063201904,0.0,0.0,0.0,0.011000216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26710618,0.26710668,4.1710143,0.0,0.0,0.0,0.09107711,0.0,0.0,0.0,0.0,0.0,0.0007122444,0.025385085,0.0339304,0.0,0.0,0.0,0.0,0.0,0.0
4548000,0.0,0.0,0.0,0.02124828,0.0010346712,-0.047912598,0.0,0.0,0.0,-0.0062099397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26738447,0.26738507,4.1634536,0.0,0.0,0.0,0.09101284,0.0,0.0,0.0,0.0,0.0,0.00097566505,0.026513556,0.03540843,0.0,0.0,0.0,0.0,0.0,0.0
4748000,0.0,0.0,0.0,0.022811046,0.0007557826,-0.0026245117,0.0,0.0,0.0,-0.0066773593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675556,0.26755622,4.156689,0.0,0.0,0.0,0.09097138,0.0,0.0,0.0,0.0,0.0,0.0015123644,0.02335234,0.026886348,0.0,0.0,0.0,0.0,0.0,0.0
4948000,0.0,0.0,0.0,0.023727888,0.00074285746,-0.18035889,0.0,0.0,0.0,-0.011127114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26792356,0.26792416,4.153188,0.0,0.0,0.0,0.09093374,0.0,0.0,0.0,0.0,0.0,0.0018012472,0.026570091,0.0330354,0.0,0.0,0.0,0.0,0.0,0.0
5148000,0.0,0.0,0.0,0.024035297,0.0009568703,-0.09576416,0.0,0.0,0.0,0.010427803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26773626,0.2677368,4.1484976,0.0,0.0,0.0,0.09090519,0.0,0.0,0.0,0.0,0.0,0.0016588182,0.02673227,0.033250608,0.0,0.0,0.0,0.0,0.0,0.0
5348000,0.0,0.0,0.0,0.02373398,0.0015752225,-0.14343262,0.0,0.0,0.0,0.0066941082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673683,0.2673688,4.144978,0.0,0.0,0.0,0.09088796,0.0,0.0,0.0,0.0,0.0,0.0016513253,0.023871185,0.030974014,0.0,0.0,0.0,0.0,0.0,0.0
5548000,0.0,0.0,0.0,0.02334142,0.002253022,-0.34729004,0.0,0.0,0.0,-0.009096652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26690018,0.26690063,4.1420565,0.0,0.0,0.0,0.0908718,0.0,0.0,0.0,0.0,0.0,0.0018928506,0.030435292,0.04275189,0.0,0.0,0.0,0.0,0.0,0.0
5748000,0.0,0.0,0.0,0.02378972,0.0026500076,-0.015930176,0.0,0.0,0.0,0.003845632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668302,0.26683062,4.141664,0.0,0.0,0.0,0.09086101,0.0,0.0,0.0,0.0,0.0,0.0017319733,0.020202694,0.029053153,0.0,0.0,0.0,0.0,0.0,0.0
5948000,0.0,0.0,0.0,0.023928585,0.0029242113,-0.085357666,0.0,0.0,0.0,-0.008266509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26635706,0.26635748,4.140031,0.0,0.0,0.0,0.09085253,0.0,0.0,0.0,0.0,0.0,0.0018554695,0.020731194,0.03004384,0.0,0.0,0.0,0.0,0.0,0.0
6148000,0.0,0.0,0.0,0.02389852,0.0031641233,-0.13146973,0.0,0.0,0.0,0.021764696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26590443,0.26590484,4.1387153,0.0,0.0,0.0,0.09084967,0.0,0.0,0.0,0.0,0.0,0.0019506986,0.02200015,0.03196446,0.0,0.0,0.0,0.0,0.0,0.0
6348000,0.0,0.0,0.0,0.023573931,0.0032368451,-0.057861328,0.0,0.0,0.0,0.0030249953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26583457,0.265835,4.1391373,0.0,0.0,0.0,0.09084584,0.0,0.0,0.0,0.0,0.0,0.0019318413,0.012587407,0.018132573,0.0,0.0,0.0,0.0,0.0,0.0
6548000,0.0,0.0,0.0,0.022654355,0.0032471155,-0.12512207,0.0,0.0,0.0,-0.008356541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26549116,0.26549152,4.138068,0.0,0.0,0.0,0.090843454,0.0,0.0,0.0,0.0,0.0,0.0020161455,0.015218502,0.02202825,0.0,0.0,0.0,0.0,0.0,0.0
6748000,0.0,0.0,0.0,0.021666627,0.003622444,-0.15264893,0.0,0.0,0.0,0.0026085079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26517773,0.26517808,4.1368275,0.0,0.0,0.0,0.09084457,0.0,0.0,0.0,0.0,0.0,0.0019099867,0.007296714,0.010122476,0.0,0.0,0.0,0.0,0.0,0.0
6948000,0.0,0.0,0.0,0.020568179,0.004502077,-0.13012695,0.0,0.0,0.0,0.0026631951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26488534,0.26488572,4.1354346,0.0,0.0,0.0,0.09084374,0.0,0.0,0.0,0.0,0.0,0.001937296,0.009756414,0.013868482,0.0,0.0,0.0,0.0,0.0,0.0
7148000,0.0,0.0,0.0,0.019944713,0.0059352233,-0.19778442,0.0,0.0,0.0,-0.0026274025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26494533,0.26494578,4.1354675,0.0,0.0,0.0,0.090842895,0.0,0.0,0.0,0.0,0.0,0.0018643114,0.0046038846,0.006614417,0.0,0.0,0.0,0.0,0.0,0.0
7348000,0.0,0.0,0.0,0.018971179,0.0073895715,-0.09811401,0.0,0.0,0.0,-0.001021564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26471454,0.26471505,4.133704,0.0,0.0,0.0,0.09084226,0.0,0.0,0.0,0.0,0.0,0.0018493576,0.0041766823,0.0051941094,0.0,0.0,0.0,0.0,0.0,0.0
7556000,0.0,0.0,0.0,0.018181585,0.008136723,-0.00680542,0.0,0.0,0.0,-0.010352731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26447847,0.264479,4.1316915,0.0,0.0,0.0,0.09084416,0.0,0.0,0.0,0.0,0.0,0.001981459,0.0047182594,0.0050728433,0.0,0.0,0.0,0.0,0.0,0.0
7756000,0.0,0.0,0.0,0.017674258,0.008474363,-0.053649902,0.0,0.0,0.0,-0.00785172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645173,0.2645179,4.130978,0.0,0.0,0.0,0.090842836,0.0,0.0,0.0,0.0,0.0,0.001831089,0.0056181583,0.006731154,0.0,0.0,0.0,0.0,0.0,0.0
7948000,0.0,0.0,0.0,0.016522009,0.0084719,-0.021087646,0.0,0.0,0.0,-0.012280792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26429045,0.26429102,4.1286454,0.0,0.0,0.0,0.09084119,0.0,0.0,0.0,0.0,0.0,0.0017204451,0.008128321,0.011189999,0.0,0.0,0.0,0.0,0.0,0.0
8147999,0.0,0.0,0.0,0.015171496,0.007974598,-0.08441162,0.0,0.0,0.0,-0.016003221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26404136,0.26404187,4.1262884,0.0,0.0,0.0,0.090841606,0.0,0.0,0.0,0.0,0.0,0.0015424443,0.008240125,0.011273075,0.0,0.0,0.0,0.0,0.0,0.0
8355999,0.0,0.0,0.0,0.013514113,0.007474044,-0.06796265,0.0,0.0,0.0,-0.0026905239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26380056,0.26380104,4.123761,0.0,0.0,0.0,0.09084127,0.0,0.0,0.0,0.0,0.0,0.0014408083,0.0076556667,0.009552972,0.0,0.0,0.0,0.0,0.0,0.0
8556000,0.0,0.0,0.0,0.012145127,0.0069237873,0.022369385,0.0,0.0,0.0,0.0022424757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635927,0.26359314,4.121306,0.0,0.0,0.0,0.09083521,0.0,0.0,0.0,0.0,0.0,0.0012287518,0.011540688,0.016188119,0.0,0.0,0.0,0.0,0.0,0.0
8756000,0.0,0.0,0.0,0.010998139,0.006835256,-0.12173462,0.0,0.0,0.0,-0.0062383115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26341814,0.26341856,4.118963,0.0,0.0,0.0,0.090831384,0.0,0.0,0.0,0.0,0.0,0.001119648,0.012237497,0.017435806,0.0,0.0,0.0,0.0,0.0,0.0
8956000,0.0,0.0,0.0,0.010258593,0.0069884676,-0.042022705,0.0,0.0,0.0,0.01060921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26320538,0.2632058,4.116697,0.0,0.0,0.0,0.09082931,0.0,0.0,0.0,0.0,0.0,0.0009680198,0.0128841065,0.01833489,0.0,0.0,0.0,0.0,0.0,0.0
9156000,0.0,0.0,0.0,0.00965831,0.007208849,-0.00018310547,0.0,0.0,0.0,0.004353553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26295626,0.26295665,4.11421,0.0,0.0,0.0,0.09082447,0.0,0.0,0.0,0.0,0.0,0.0010024222,0.012324896,0.016926859,0.0,0.0,0.0,0.0,0.0,0.0
9356000,0.0,0.0,0.0,0.009152373,0.007456136,-0.12011719,0.0,0.0,0.0,0.004946679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629152,0.26291558,4.112877,0.0,0.0,0.0,0.090818785,0.0,0.0,0.0,0.0,0.0,0.00078885467,0.01444018,0.020962995,0.0,0.0,0.0,0.0,0.0,0.0
9556000,0.0,0.0,0.0,0.008544955,0.007683773,0.01473999,0.0,0.0,0.0,0.004866451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2626486,0.26264897,4.1103797,0.0,0.0,0.0,0.09081536,0.0,0.0,0.0,0.0,0.0,0.00074465276,0.014047232,0.020414729,0.0,0.0,0.0,0.0,0.0,0.0
9756000,0.0,0.0,0.0,0.008076251,0.008203844,0.0925293,0.0,0.0,0.0,0.0054208636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26237202,0.26237237,4.107893,0.0,0.0,0.0,0.090808704,0.0,0.0,0.0,0.0,0.0,0.0006942667,0.013250934,0.018897036,0.0,0.0,0.0,0.0,0.0,0.0
9956000,0.0,0.0,0.0,0.0074679093,0.00831564,0.07650757,0.0,0.0,0.0,0.009241879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26209578,0.26209614,4.1055965,0.0,0.0,0.0,0.09080163,0.0,0.0,0.0,0.0,0.0,0.0008398175,0.013956512,0.0203844,0.0,0.0,0.0,0.0,0.0,0.0
