timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
127364000,0.0010606151,0.0,0.0
127560000,0.0056251027,0.0,0.0
127760000,0.0024116354,0.0,0.0
127964000,0.002299322,0.0,0.0
128159999,0.020459907,0.0,0.0
128364000,0.0058232234,0.0,0.0
128560000,0.013314581,0.0,0.0
128760000,0.017191859,0.0,0.0
128963999,0.011687478,0.0,0.0
129164000,0.0115101375,0.0,0.0
129368000,0.008788997,0.0,0.0
129564000,0.014597917,0.0,0.0
129767999,0.016434627,0.0,0.0
129968000,0.012116907,0.0,0.0
130171999,0.011122144,0.0,0.0
130372000,0.0035343359,0.0,0.0
130576000,0.0157506,0.0,0.0
130772000,0.017516777,0.0,0.0
130975999,0.015476357,0.0,0.0
131180000,0.0062810313,0.0,0.0
131384000,0.011534393,0.0,0.0
131580000,0.009435416,0.0,0.0
131779999,0.014355767,0.0,0.0
131984000,0.013144644,0.0,0.0
132183999,0.009305618,0.0,0.0
132384000,0.010343838,0.0,0.0
132584000,0.012456024,0.0,0.0
132784000,0.019693049,0.0,0.0
132992000,0.018579414,0.0,0.0
133188000,0.007143901,0.0,0.0
133391999,0.003231596,0.0,0.0
133592000,0.005045196,0.0,0.0
133796000,0.013732713,0.0,0.0
133992000,0.017095726,0.0,0.0
134195999,0.021388797,0.0,0.0
134400000,0.0057717524,0.0,0.0
134596000,0.0022600894,0.0,0.0
134800000,0.00032700915,0.0,0.0
134996000,0.0023809741,0.0,0.0
135200000,0.0013981741,0.0,0.0
135396000,0.00318234,0.0,0.0
135600000,0.0012086341,0.0,0.0
135796000,0.004156561,0.0,0.0
135996000,0.0027759527,0.0,0.0
136196000,0.0036063907,0.0,0.0
136400000,0.0029340014,0.0,0.0
136596000,0.0010594336,0.0,0.0
136796000,0.0064427406,0.0,0.0
136996000,0.004048303,0.0,0.0
137196000,0.0029353967,0.0,0.0
137400000,0.0026407484,0.0,0.0
137596000,0.00249187,0.0,0.0
137796000,0.0012700355,0.0,0.0
137996000,0.005075233,0.0,0.0
138196000,0.0023879095,0.0,0.0
138400000,0.010969185,0.0,0.0
138600000,0.004602197,0.0,0.0
138800000,0.008152953,0.0,0.0
138996000,0.008492686,0.0,0.0
139200000,0.0015915688,0.0,0.0
139400000,0.0034612988,0.0,0.0
139600000,0.0065229,0.0,0.0
139796000,0.004210304,0.0,0.0
139996000,0.004912575,0.0,0.0
140196000,0.0060183476,0.0,0.0
140396000,0.004652686,0.0,0.0
140596000,0.0032710661,0.0,0.0
140796000,0.005007474,0.0,0.0
140996000,0.0023508903,0.0,0.0
141200000,0.0057743983,0.0,0.0
141396000,0.0028641461,0.0,0.0
141596000,0.001950284,0.0,0.0
141796000,0.0019355381,0.0,0.0
141996000,0.0028021059,0.0,0.0
142196000,0.0032555556,0.0,0.0
142312000,0.005250415,0.0,0.0
497072000,0.006996738,0.0,0.0
497272000,0.0032236178,0.0,0.0
497468000,0.0040944144,0.0,0.0
497672000,0.0050884257,0.0,0.0
497872000,0.0028793202,0.0,0.0
