timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,arspd_check_level,load_factor_ratio,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,aspd_check_failing,aspd_fault_declared,aspd_use_inhibit,aspd_fail_rtl
40392000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41400000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
42408000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
43416000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
44424000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
45432000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46440000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
47448000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
48456000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49464000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
50472000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
51480000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52488000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
53496000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
54504000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
55512000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
56520000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57528000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
58536000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59544000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60552000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
61560000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
62568000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
63576000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
64583999,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65592000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
66600000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
67608000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68616000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69624000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70632000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
71640000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72648000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73656000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
74664000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
75672000,262191,2097167,2359343,0.0,0.0,4,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
