timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1168000,0,4000000.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,36
1264000,0,4000000.0,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,43
1552000,1548000,4000000.0,1.0,0.0,0.0,0.0,255,0,6,4,0,0,0,0,1,1,37
2264000,0,4000000.0,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,43
2264000,2260000,4000000.0,1.0,0.020916333,1.6862549,0.0,255,0,6,4,0,0,0,0,1,1,37
2552000,2548000,4000000.0,1.0,0.020916333,1.6862549,0.0,255,0,6,4,0,0,0,0,1,1,37
3264000,0,4000000.0,1.0,0.0,9.372509,0.0,0,0,0,0,0,2,0,0,1,1,43
3548000,3544000,4000000.0,1.0,0.31573704,33.29482,0.0,255,0,6,4,0,0,0,0,1,1,37
4264000,0,4000000.0,1.0,0.0,23.544819,0.0,0,0,0,0,0,2,0,0,1,1,43
4548000,4544000,4000000.0,1.0,0.020916333,11.108564,0.0,255,0,6,4,0,0,0,0,1,1,37
5264000,0,4000000.0,1.0,0.0,23.406372,0.0,0,0,0,0,0,2,0,0,1,1,43
5548000,5544000,4000000.0,1.0,0.020916333,11.449203,0.0,255,0,6,4,0,0,0,0,1,1,37
6264000,0,4000000.0,1.0,0.0,23.605576,0.0,0,0,0,0,0,2,0,0,1,1,43
6544000,6544000,4000000.0,1.0,0.020916333,11.108564,0.0,255,0,6,4,0,0,0,0,1,1,37
7264000,0,4000000.0,1.0,0.0,23.484062,0.0,0,0,0,0,0,2,0,0,1,1,43
7544000,6544000,4000000.0,1.0,0.020916333,11.2539835,0.0,255,0,6,4,0,0,0,0,1,1,37
8264000,0,4000000.0,1.0,0.0,23.429281,0.0,0,0,0,0,0,2,0,0,1,1,43
8544000,8540000,4000000.0,1.0,0.020916354,11.095628,0.0,255,0,6,4,0,0,0,0,1,1,37
9264000,0,4000000.0,1.0,0.0,23.500023,0.0,0,0,0,0,0,2,0,0,1,1,43
