timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
16316000,0.0046195947,0.0,0.0
16511999,0.0034763212,0.0,0.0
16715999,0.0023772402,0.0,0.0
16920000,0.00058053865,0.0,0.0
17120000,0.0034520358,0.0,0.0
17316000,0.00093592255,0.0,0.0
17516000,0.0013573384,0.0,0.0
17716000,0.0027544522,0.0,0.0
17920000,0.0022933593,0.0,0.0
18120000,0.0030605996,0.0,0.0
18316000,0.002906004,0.0,0.0
18520000,0.0040763486,0.0,0.0
18716000,0.0015152084,0.0,0.0
18920000,0.0030509448,0.0,0.0
19116000,0.00474124,0.0,0.0
19320000,0.0044794935,0.0,0.0
19516000,0.0021774797,0.0,0.0
19716000,0.014368761,0.0,0.0
19916000,0.0037629942,0.0,0.0
20120000,0.00025405476,0.0,0.0
20316000,0.0012146523,0.0,0.0
20516000,0.0021825195,0.0,0.0
20716000,0.0030821639,0.0,0.0
20916000,0.0038280517,0.0,0.0
21116000,0.007841568,0.0,0.0
21320000,0.0013083232,0.0,0.0
21516000,0.0028513907,0.0,0.0
21720000,0.0025984352,0.0,0.0
21916000,0.0013957635,0.0,0.0
22116000,0.0027915146,0.0,0.0
22316000,0.00214497,0.0,0.0
22520000,0.0033386874,0.0,0.0
22720000,0.0014945942,0.0,0.0
22916000,0.001397817,0.0,0.0
23116000,0.0024374973,0.0,0.0
23316000,0.0021123206,0.0,0.0
23516000,0.0028443078,0.0,0.0
23716000,0.0012160646,0.0,0.0
23916000,0.001758579,0.0,0.0
24116000,0.0015411598,0.0,0.0
24316000,0.0028612914,0.0,0.0
24516000,0.0035294692,0.0,0.0
24716000,0.0025843522,0.0,0.0
24916000,0.003096704,0.0,0.0
25116000,0.00085271563,0.0,0.0
25320000,0.0013278364,0.0,0.0
25516000,0.0044960133,0.0,0.0
25716000,0.0015396298,0.0,0.0
25920000,0.0032486096,0.0,0.0
26116000,0.0016846521,0.0,0.0
26316000,0.0031382393,0.0,0.0
26516000,0.003811964,0.0,0.0
26720000,0.0017928425,0.0,0.0
26920000,0.0041005337,0.0,0.0
27116000,0.001523481,0.0,0.0
27320000,0.0020040097,0.0,0.0
27516000,0.004912142,0.0,0.0
27716000,0.0034303633,0.0,0.0
27916000,0.0023474372,0.0,0.0
28116000,0.0049747685,0.0,0.0
28316000,0.0012629058,0.0,0.0
28516000,0.00077291933,0.0,0.0
28716000,0.0026086443,0.0,0.0
28920000,0.0066295364,0.0,0.0
29120000,0.0024787227,0.0,0.0
29320000,0.004442108,0.0,0.0
29516000,0.0023420677,0.0,0.0
29716000,0.0033770816,0.0,0.0
29916000,0.0037495114,0.0,0.0
30116000,0.0011625546,0.0,0.0
30316000,0.0050331475,0.0,0.0
30516000,0.0028437686,0.0,0.0
30716000,0.0033496392,0.0,0.0
30916000,0.0038708642,0.0,0.0
31120000,0.0023487671,0.0,0.0
31320000,0.0017265473,0.0,0.0
31516000,0.0022572537,0.0,0.0
31720000,0.0028570974,0.0,0.0
31916000,0.0032445302,0.0,0.0
32120000,0.0013237711,0.0,0.0
32324000,0.0045001344,0.0,0.0
32524000,0.003188095,0.0,0.0
32719999,0.0024630346,0.0,0.0
32923999,0.0037592228,0.0,0.0
33132000,0.004102275,0.0,0.0
33328000,0.0028322153,0.0,0.0
33527999,0.0014862949,0.0,0.0
33728000,0.0024797136,0.0,0.0
33928000,0.0117022395,0.0,0.0
34128000,0.0026543406,0.0,0.0
34332000,0.0044713845,0.0,0.0
34528000,0.0010806521,0.0,0.0
34728000,0.00058988424,0.0,0.0
34928000,0.0031626313,0.0,0.0
35132000,0.002720768,0.0,0.0
35328000,0.0015451147,0.0,0.0
35528000,0.0061848396,0.0,0.0
35728000,0.0025358696,0.0,0.0
35928000,0.0012123795,0.0,0.0
36128000,0.0012506236,0.0,0.0
36328000,0.002356793,0.0,0.0
36532000,0.001767955,0.0,0.0
36732000,0.0060862023,0.0,0.0
36928000,0.0022974361,0.0,0.0
37128000,0.0014074215,0.0,0.0
37332000,0.001145754,0.0,0.0
37532000,0.005406029,0.0,0.0
37728000,0.003562695,0.0,0.0
37932000,0.002319607,0.0,0.0
38128000,0.0028156834,0.0,0.0
38328000,0.0009784972,0.0,0.0
38532000,0.004200227,0.0,0.0
38728000,0.002192203,0.0,0.0
38928000,0.0020497267,0.0,0.0
39128000,0.0016206205,0.0,0.0
39328000,0.0022813743,0.0,0.0
39532000,0.0025142767,0.0,0.0
39732000,0.0025191326,0.0,0.0
39932000,0.0028084414,0.0,0.0
40128000,0.0032899308,0.0,0.0
40328000,0.0013337203,0.0,0.0
40528000,0.0019209019,0.0,0.0
40732000,0.0045299707,0.0,0.0
40928000,0.0032632558,0.0,0.0
41128000,0.005414724,0.0,0.0
41332000,0.00470806,0.0,0.0
41528000,0.0025638563,0.0,0.0
41728000,0.0023839213,0.0,0.0
41932000,0.002211087,0.0,0.0
42128000,0.0020728884,0.0,0.0
42328000,0.001626764,0.0,0.0
42528000,0.002153674,0.0,0.0
42728000,0.003738912,0.0,0.0
42928000,0.0040877587,0.0,0.0
43132000,0.0021144005,0.0,0.0
43328000,0.0010319917,0.0,0.0
43528000,0.0011622913,0.0,0.0
43732000,0.0057594287,0.0,0.0
43928000,0.0005969895,0.0,0.0
44128000,0.0053031277,0.0,0.0
44328000,0.002211272,0.0,0.0
44528000,0.003039502,0.0,0.0
44728000,0.001959359,0.0,0.0
44928000,0.0040220995,0.0,0.0
45128000,0.002555451,0.0,0.0
45328000,0.0043607177,0.0,0.0
45528000,0.0016947518,0.0,0.0
45728000,0.0030608405,0.0,0.0
45928000,0.0020726412,0.0,0.0
46128000,0.003827891,0.0,0.0
46328000,0.0023840345,0.0,0.0
46528000,0.0017510385,0.0,0.0
46732000,0.011182427,0.0,0.0
46928000,0.00627463,0.0,0.0
47128000,0.0009101585,0.0,0.0
47332000,0.0014287843,0.0,0.0
47528000,0.0055423365,0.0,0.0
47728000,0.0008749078,0.0,0.0
47932000,0.0070509664,0.0,0.0
48128000,0.003840734,0.0,0.0
48328000,0.0045855124,0.0,0.0
48528000,0.0041360077,0.0,0.0
48728000,0.0041023963,0.0,0.0
48932000,0.0031996032,0.0,0.0
49132000,0.0045932718,0.0,0.0
49328000,0.0018028498,0.0,0.0
49528000,0.00486598,0.0,0.0
49732000,0.00243363,0.0,0.0
49928000,0.0014792151,0.0,0.0
50128000,0.0042965226,0.0,0.0
50332000,0.0024751325,0.0,0.0
50528000,0.002896933,0.0,0.0
50728000,0.00308151,0.0,0.0
50928000,0.0046175434,0.0,0.0
51128000,0.0032760578,0.0,0.0
51328000,0.0021702535,0.0,0.0
51532000,0.013744634,0.0,0.0
51728000,0.0030066953,0.0,0.0
51928000,0.0019912466,0.0,0.0
52128000,0.0025931292,0.0,0.0
52328000,0.0023035035,0.0,0.0
52528000,0.002851542,0.0,0.0
52728000,0.0074858214,0.0,0.0
52932000,0.0029027627,0.0,0.0
53128000,0.002134344,0.0,0.0
53328000,0.0016003911,0.0,0.0
53528000,0.00498402,0.0,0.0
53728000,0.0023372942,0.0,0.0
53928000,0.0019694103,0.0,0.0
54132000,0.0040746443,0.0,0.0
54328000,0.0015417889,0.0,0.0
54528000,0.0053257514,0.0,0.0
54728000,0.0012147432,0.0,0.0
54928000,0.002079989,0.0,0.0
55128000,0.0010710887,0.0,0.0
55328000,0.0026466786,0.0,0.0
55528000,0.0025715188,0.0,0.0
55732000,0.0022735281,0.0,0.0
55928000,0.0018044409,0.0,0.0
56132000,0.0043084067,0.0,0.0
56328000,0.0030854288,0.0,0.0
56528000,0.0033026033,0.0,0.0
56728000,0.002661421,0.0,0.0
56928000,0.0021623126,0.0,0.0
57128000,0.0026069165,0.0,0.0
57332000,0.0013415839,0.0,0.0
57528000,0.0016236858,0.0,0.0
57728000,0.002408734,0.0,0.0
57928000,0.002311612,0.0,0.0
58128000,0.0009551215,0.0,0.0
58328000,0.0022545713,0.0,0.0
58528000,0.0022320997,0.0,0.0
58728000,0.001976939,0.0,0.0
58928000,0.007117976,0.0,0.0
59128000,0.0055479473,0.0,0.0
59332000,0.0034483557,0.0,0.0
59532000,0.0031864264,0.0,0.0
59728000,0.0029575378,0.0,0.0
59928000,0.004762944,0.0,0.0
60128000,0.0040443563,0.0,0.0
60332000,0.0022232817,0.0,0.0
60528000,0.0023427294,0.0,0.0
60732000,0.0009536999,0.0,0.0
60932000,0.0024373867,0.0,0.0
61128000,0.002621655,0.0,0.0
61328000,0.0016080807,0.0,0.0
61528000,0.0022060997,0.0,0.0
61728000,0.0020132076,0.0,0.0
61932000,0.0020658746,0.0,0.0
62128000,0.0034511222,0.0,0.0
62328000,0.0007875428,0.0,0.0
62528000,0.0038629228,0.0,0.0
62728000,0.0022489463,0.0,0.0
62928000,0.0029671406,0.0,0.0
63128000,0.0036181645,0.0,0.0
63328000,0.0020009626,0.0,0.0
63528000,0.0020034336,0.0,0.0
63728000,0.0017127681,0.0,0.0
63932000,0.002007778,0.0,0.0
64136000,0.0035476028,0.0,0.0
64332000,0.004653243,0.0,0.0
64532000,0.004249476,0.0,0.0
64735999,0.0027499993,0.0,0.0
64940000,0.0045546265,0.0,0.0
65136000,0.0036713448,0.0,0.0
65339999,0.0026357535,0.0,0.0
65540000,0.002976734,0.0,0.0
65740000,0.0023173406,0.0,0.0
65943999,0.0024285736,0.0,0.0
66143999,0.0015606015,0.0,0.0
66344000,0.0017476556,0.0,0.0
66544000,0.0020718267,0.0,0.0
66752000,0.004195016,0.0,0.0
66952000,0.0017726669,0.0,0.0
67148000,0.0026577753,0.0,0.0
67352000,0.0034056976,0.0,0.0
67548000,0.0005668533,0.0,0.0
67752000,0.0021215498,0.0,0.0
67952000,0.0028578269,0.0,0.0
68148000,0.0030465594,0.0,0.0
68352000,0.0025244795,0.0,0.0
68552000,0.003223775,0.0,0.0
68752000,0.0013948212,0.0,0.0
68948000,0.0035139404,0.0,0.0
69152000,0.0069485265,0.0,0.0
69352000,0.0015127214,0.0,0.0
69548000,0.0059246803,0.0,0.0
69752000,0.0033405325,0.0,0.0
69948000,0.0042984895,0.0,0.0
70152000,0.0022547299,0.0,0.0
70348000,0.0020767252,0.0,0.0
70552000,0.00066452014,0.0,0.0
70748000,0.0017006429,0.0,0.0
70952000,0.002995876,0.0,0.0
71152000,0.008226016,0.0,0.0
71352000,0.0026336084,0.0,0.0
71552000,0.003691685,0.0,0.0
71748000,0.0029157933,0.0,0.0
71948000,0.0066007646,0.0,0.0
72152000,0.0040546157,0.0,0.0
72348000,0.003693728,0.0,0.0
72548000,0.0071520694,0.0,0.0
72748000,0.0013484822,0.0,0.0
72948000,0.0049684844,0.0,0.0
73148000,0.0077421465,0.0,0.0
73352000,0.0026668746,0.0,0.0
73548000,0.00468797,0.0,0.0
73748000,0.0041867336,0.0,0.0
73952000,0.0009828882,0.0,0.0
74152000,0.0030718436,0.0,0.0
74352000,0.0031428763,0.0,0.0
74548000,0.0043381215,0.0,0.0
74748000,0.0031291195,0.0,0.0
74948000,0.0024222753,0.0,0.0
75148000,0.006802332,0.0,0.0
75348000,0.0026615236,0.0,0.0
75548000,0.0038133983,0.0,0.0
75748000,0.0016055726,0.0,0.0
75952000,0.0023676706,0.0,0.0
76152000,0.0070037087,0.0,0.0
76352000,0.00306918,0.0,0.0
76552000,0.004488126,0.0,0.0
76748000,0.0013112334,0.0,0.0
76948000,0.0047901343,0.0,0.0
77148000,0.003004781,0.0,0.0
77348000,0.0026873103,0.0,0.0
77548000,0.0018285513,0.0,0.0
77748000,0.006997588,0.0,0.0
77952000,0.002721308,0.0,0.0
78148000,0.0029672033,0.0,0.0
78348000,0.0009724055,0.0,0.0
78548000,0.0021127665,0.0,0.0
78748000,0.0033030065,0.0,0.0
78948000,0.003190858,0.0,0.0
79148000,0.005301509,0.0,0.0
79352000,0.002092182,0.0,0.0
79548000,0.0012644713,0.0,0.0
79752000,0.002939592,0.0,0.0
79948000,0.0036761942,0.0,0.0
80152000,0.0047298726,0.0,0.0
80348000,0.0020983422,0.0,0.0
80548000,0.003279858,0.0,0.0
80748000,0.00247782,0.0,0.0
80948000,0.008192002,0.0,0.0
81148000,0.0015725599,0.0,0.0
81348000,0.0024072905,0.0,0.0
81548000,0.0043091387,0.0,0.0
81748000,0.00350392,0.0,0.0
81952000,0.0017941755,0.0,0.0
82152000,0.0026330063,0.0,0.0
82348000,0.00017596311,0.0,0.0
82548000,0.0027227707,0.0,0.0
82748000,0.0028878318,0.0,0.0
82948000,0.001025728,0.0,0.0
83148000,0.0023872803,0.0,0.0
83348000,0.0012959903,0.0,0.0
83548000,0.0023920347,0.0,0.0
83748000,0.0055680624,0.0,0.0
83948000,0.0038940685,0.0,0.0
84148000,0.001386254,0.0,0.0
84348000,0.003778192,0.0,0.0
84552000,0.006784983,0.0,0.0
84748000,0.0033033583,0.0,0.0
84948000,0.004237654,0.0,0.0
85148000,0.0021641627,0.0,0.0
85348000,0.015890252,0.0,0.0
85548000,0.0021721858,0.0,0.0
85752000,0.0039924514,0.0,0.0
85952000,0.003449144,0.0,0.0
86148000,0.0061788,0.0,0.0
86348000,0.00260717,0.0,0.0
86548000,0.0026698213,0.0,0.0
86748000,0.0017471737,0.0,0.0
86948000,0.0016081166,0.0,0.0
87148000,0.0020235411,0.0,0.0
87348000,0.001962035,0.0,0.0
87548000,0.001703945,0.0,0.0
87748000,0.0015841404,0.0,0.0
87948000,0.001544272,0.0,0.0
88152000,0.007465626,0.0,0.0
88348000,0.00247619,0.0,0.0
88548000,0.0021806376,0.0,0.0
88748000,0.002975595,0.0,0.0
88948000,0.003972134,0.0,0.0
89148000,0.0047748005,0.0,0.0
89348000,0.0027867141,0.0,0.0
89552000,0.00042788676,0.0,0.0
89748000,0.0024678798,0.0,0.0
89952000,0.0025961874,0.0,0.0
90148000,0.0019765408,0.0,0.0
90352000,0.0011731435,0.0,0.0
90548000,0.0040263673,0.0,0.0
90748000,0.0029542185,0.0,0.0
90948000,0.0014708728,0.0,0.0
91148000,0.003412195,0.0,0.0
91348000,0.0011974634,0.0,0.0
91548000,0.0014939087,0.0,0.0
91748000,0.0015333189,0.0,0.0
91948000,0.0025308165,0.0,0.0
92152000,0.006374064,0.0,0.0
92332000,0.0023114209,0.0,0.0
239172000,0.0031327917,0.0,0.0
239372000,0.001243668,0.0,0.0
239572000,0.0015972698,0.0,0.0
239772000,0.007931049,0.0,0.0
239972000,0.0012541848,0.0,0.0
