timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
11312000,0.0,0.0,488.10303,0.0,0.0,0.0,0.0,1,0,0
12356000,47.39775068105257,8.545607264913436,488.10248,-0.01322635,-0.010167748,0.0005525623,0.40485117,1,1,0
92336000,47.397751140766815,8.545606871272373,488.0555,0.03789154,-0.039796475,0.04752992,0.4231058,1,1,0
