timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1904000,2.0333953e-06,-2.1803894e-06,9.471738e-12,0.9768958,6.015295e-07,-1.1312122e-06,0.21373738,0.0,0.0,0.0,0.0,0
1916000,2.0333953e-06,-2.1803894e-06,9.461825e-12,0.9768958,6.052284e-07,-1.1397238e-06,0.21373738,0.0,0.0,0.0,0.0,0
1928000,2.0333953e-06,-2.1803894e-06,9.451913e-12,0.9768958,6.0890284e-07,-1.1482409e-06,0.21373738,0.0,0.0,0.0,0.0,0
1940000,2.0333953e-06,-2.1803892e-06,9.442001e-12,0.9768958,6.1255423e-07,-1.156763e-06,0.21373738,0.0,0.0,0.0,0.0,0
1952000,2.0333953e-06,-2.1803892e-06,9.432089e-12,0.9768958,6.161841e-07,-1.1652897e-06,0.21373738,0.0,0.0,0.0,0.0,0
1964000,2.0333953e-06,-2.1803892e-06,9.4221774e-12,0.9768958,6.1979375e-07,-1.1738209e-06,0.21373738,0.0,0.0,0.0,0.0,0
1976000,2.0333953e-06,-2.1803892e-06,9.412265e-12,0.9768958,6.2338455e-07,-1.1823562e-06,0.21373738,0.0,0.0,0.0,0.0,0
1988000,2.0333953e-06,-2.1803892e-06,9.402353e-12,0.9768958,6.269577e-07,-1.1908954e-06,0.21373738,0.0,0.0,0.0,0.0,0
2000000,2.0333953e-06,-2.1803892e-06,9.392441e-12,0.9768958,6.305145e-07,-1.1994381e-06,0.21373738,0.0,0.0,0.0,0.0,0
2012000,2.0333953e-06,-2.1803892e-06,9.382529e-12,0.9768958,6.3405594e-07,-1.2079843e-06,0.21373738,0.0,0.0,0.0,0.0,0
2024000,2.0333953e-06,-2.1803892e-06,9.372616e-12,0.9768958,6.3758324e-07,-1.2165334e-06,0.21373738,0.0,0.0,0.0,0.0,0
2036000,2.0333953e-06,-2.1803892e-06,9.362704e-12,0.9768958,6.4109724e-07,-1.2250856e-06,0.21373738,0.0,0.0,0.0,0.0,0
2048000,2.0333953e-06,-2.1803892e-06,9.352792e-12,0.9768958,6.44599e-07,-1.2336403e-06,0.21373738,0.0,0.0,0.0,0.0,0
2060000,2.0333953e-06,-2.1803892e-06,9.342881e-12,0.9768958,6.4808944e-07,-1.2421976e-06,0.21373738,0.0,0.0,0.0,0.0,0
2072000,2.0333953e-06,-2.1803892e-06,9.332968e-12,0.9768958,6.522064e-07,-1.2506179e-06,0.21373738,0.0,0.0,0.0,0.0,0
2084000,2.0333953e-06,-2.1803892e-06,9.323056e-12,0.9768958,6.562819e-07,-1.259047e-06,0.21373738,0.0,0.0,0.0,0.0,0
2096000,2.0333953e-06,-2.1803892e-06,9.313144e-12,0.9768958,6.60317e-07,-1.2674851e-06,0.21373738,0.0,0.0,0.0,0.0,0
2108000,2.0333953e-06,-2.1803892e-06,9.303232e-12,0.9768958,6.6431284e-07,-1.2759318e-06,0.21373738,0.0,0.0,0.0,0.0,0
2120000,2.0333953e-06,-2.1803892e-06,9.29332e-12,0.9768958,6.6827056e-07,-1.2843869e-06,0.21373738,0.0,0.0,0.0,0.0,0
2132000,2.0333953e-06,-2.1803892e-06,9.283407e-12,0.9768958,6.721915e-07,-1.29285e-06,0.21373738,0.0,0.0,0.0,0.0,0
2144000,2.0333953e-06,-2.1803892e-06,9.273495e-12,0.9768958,6.7607704e-07,-1.3013208e-06,0.21373738,0.0,0.0,0.0,0.0,0
2156000,2.0333953e-06,-2.1803892e-06,9.263583e-12,0.9768958,6.7992875e-07,-1.309799e-06,0.21373738,0.0,0.0,0.0,0.0,0
2168000,2.0333953e-06,-2.1803892e-06,9.253672e-12,0.9768958,6.837481e-07,-1.3182844e-06,0.21373738,0.0,0.0,0.0,0.0,0
2180000,2.0333953e-06,-2.1803892e-06,9.243759e-12,0.9768958,6.8753667e-07,-1.3267763e-06,0.21373738,0.0,0.0,0.0,0.0,0
2192000,2.0333953e-06,-2.1803892e-06,9.233847e-12,0.9768958,6.91296e-07,-1.3352749e-06,0.21373738,0.0,0.0,0.0,0.0,0
2204000,2.0333953e-06,-2.1803892e-06,9.223935e-12,0.9768958,6.950276e-07,-1.3437793e-06,0.21373738,0.0,0.0,0.0,0.0,0
2216000,2.0333953e-06,-2.1803892e-06,9.214023e-12,0.9768958,6.987331e-07,-1.3522896e-06,0.21373738,0.0,0.0,0.0,0.0,0
2228000,2.0333953e-06,-2.1803892e-06,9.2041106e-12,0.9768958,7.024139e-07,-1.3608052e-06,0.21373738,0.0,0.0,0.0,0.0,0
2240000,2.0333953e-06,-2.1803892e-06,9.194198e-12,0.9768958,7.0607155e-07,-1.3693259e-06,0.21373738,0.0,0.0,0.0,0.0,0
2252000,2.0333953e-06,-2.1803892e-06,9.184286e-12,0.9768958,7.0970736e-07,-1.3778513e-06,0.21373738,0.0,0.0,0.0,0.0,0
2264000,2.0333953e-06,-2.1803892e-06,9.174375e-12,0.9768958,7.133228e-07,-1.3863812e-06,0.21373738,0.0,0.0,0.0,0.0,0
2276000,2.0333953e-06,-2.1803892e-06,9.164463e-12,0.9768958,7.1691903e-07,-1.3949153e-06,0.21373738,0.0,0.0,0.0,0.0,0
2288000,2.0333953e-06,-2.1803892e-06,9.15455e-12,0.9768958,7.2049744e-07,-1.4034533e-06,0.21373738,0.0,0.0,0.0,0.0,0
2300000,2.0333953e-06,-2.1803892e-06,9.144638e-12,0.9768958,7.2405913e-07,-1.4119951e-06,0.21373738,0.0,0.0,0.0,0.0,0
2312000,2.0333953e-06,-2.1803892e-06,9.134726e-12,0.9768958,7.276053e-07,-1.4205401e-06,0.21373738,0.0,0.0,0.0,0.0,0
2324000,2.0333953e-06,-2.1803892e-06,9.124814e-12,0.9768958,7.31137e-07,-1.4290883e-06,0.21373738,0.0,0.0,0.0,0.0,0
2336000,2.0333953e-06,-2.1803892e-06,9.1149015e-12,0.9768958,7.346552e-07,-1.4376395e-06,0.21373738,0.0,0.0,0.0,0.0,0
2348000,2.0333953e-06,-2.180389e-06,9.104989e-12,0.9768958,7.381609e-07,-1.4461936e-06,0.21373738,0.0,0.0,0.0,0.0,0
2360000,2.0333953e-06,-2.180389e-06,9.095078e-12,0.9768958,7.4165496e-07,-1.45475e-06,0.21373738,0.0,0.0,0.0,0.0,0
2372000,2.0333953e-06,-2.180389e-06,9.085166e-12,0.9768958,7.457928e-07,-1.4631656e-06,0.21373738,0.0,0.0,0.0,0.0,0
2384000,2.0333953e-06,-2.180389e-06,9.075254e-12,0.9768958,7.4989003e-07,-1.47159e-06,0.21373738,0.0,0.0,0.0,0.0,0
2396000,2.0333953e-06,-2.180389e-06,9.065341e-12,0.9768958,7.53947e-07,-1.4800235e-06,0.21373738,0.0,0.0,0.0,0.0,0
2408000,2.0333953e-06,-2.180389e-06,9.055429e-12,0.9768958,7.579646e-07,-1.4884654e-06,0.21373738,0.0,0.0,0.0,0.0,0
2420000,2.0333953e-06,-2.180389e-06,9.045517e-12,0.9768958,7.6194385e-07,-1.4969156e-06,0.21373738,0.0,0.0,0.0,0.0,0
