timestamp,timestamp_utc,lat,lon,seq,alt,ground_distance,q[0],q[1],q[2],q[3],result
116688000,1563885730041377,47.39807563444858,8.545936722750222,0,498.04138,-1.0,0.9499346,0.010297722,-0.054295775,0.30752277,-1
124248000,1563885737612864,47.39801691910374,8.545959322465675,1,498.13464,-1.0,-0.14216843,0.029859342,0.0023100225,0.98938936,-1
130200000,1563885743572149,47.39785112283559,8.54595545269773,2,497.97653,-1.0,-0.007910324,0.22742558,-0.00032548982,0.9737633,-1
144656000,1563885758044960,47.39762773768257,8.545917483743175,3,498.13434,-1.0,-0.6165009,0.1793617,0.16111933,0.7495309,-1
160140000,1563885773549014,47.39769655520555,8.545615083233475,4,498.0873,-1.0,-0.9965829,0.0042378367,0.03257207,-0.075786814,-1
162036000,1563885775449005,47.39772091471127,8.545614925049794,5,498.08618,-1.0,-0.967605,0.0017622296,0.25242752,-0.004231286,-1
169104000,1563885782525062,47.39794575536165,8.545616859731634,6,498.00916,-1.0,-0.9932123,0.0009342932,0.115092516,-0.016803028,-1
