timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
1156000,inf,1,0,0,0,0
2156000,inf,1,0,0,0,0
3172000,inf,1,0,0,0,0
4172000,inf,1,0,0,0,0
5172000,inf,1,0,0,0,0
6188000,inf,1,0,0,0,0
7188000,inf,1,0,0,0,0
8200000,inf,1,0,0,0,0
9208000,inf,1,0,0,0,0
10208000,inf,1,0,0,0,0
11208000,inf,1,0,0,0,0
12208000,inf,1,0,0,0,0
13216000,inf,1,0,0,0,0
14220000,inf,1,0,0,0,0
15236000,inf,1,0,0,0,0
16240000,inf,1,0,0,0,0
17252000,inf,1,0,0,0,0
18272000,inf,1,0,0,0,0
19288000,inf,1,0,0,0,0
20288000,inf,1,0,0,0,0
21288000,inf,1,0,0,0,0
22304000,inf,1,0,0,0,0
23304000,inf,1,0,0,0,0
24304000,inf,1,0,0,0,0
25320000,inf,1,0,0,0,0
26320000,inf,1,0,0,0,0
27320000,inf,1,0,0,0,0
28336000,inf,1,0,0,0,0
29336000,inf,1,0,0,0,0
30336000,inf,1,0,0,0,0
31352000,inf,1,0,0,0,0
32364000,inf,1,0,0,0,0
33364000,inf,1,0,0,0,0
34372000,inf,1,0,0,0,0
35372000,inf,1,0,0,0,0
36372000,inf,1,0,0,0,0
37372000,inf,1,0,0,0,0
38372000,inf,1,0,0,0,0
39372000,inf,1,0,0,0,0
40372000,inf,1,0,0,0,0
41372000,inf,1,0,0,0,0
42372000,inf,1,0,0,0,0
43372000,inf,1,0,0,0,0
44372000,inf,1,0,0,0,0
45372000,inf,1,0,0,0,0
46372000,inf,1,0,0,0,0
47372000,inf,1,0,0,0,0
48372000,inf,1,0,0,0,0
49372000,inf,1,0,0,0,0
50372000,inf,1,0,0,0,0
51372000,inf,1,0,0,0,0
52372000,inf,1,0,0,0,0
53372000,inf,1,0,0,0,0
54372000,inf,1,0,0,0,0
55372000,inf,1,0,0,0,0
56372000,inf,1,0,0,0,0
57372000,inf,1,0,0,0,0
58372000,inf,1,0,0,0,0
59372000,inf,1,0,0,0,0
60372000,inf,1,0,0,0,0
61372000,inf,1,0,0,0,0
62372000,inf,1,0,0,0,0
63372000,inf,1,0,0,0,0
64392000,inf,1,0,0,0,0
65392000,inf,1,0,0,0,0
66392000,inf,1,0,0,0,0
67400000,inf,1,0,0,0,0
68400000,inf,1,0,0,0,0
69416000,inf,1,0,0,0,0
70416000,inf,1,0,0,0,0
71416000,inf,1,0,0,0,0
72432000,inf,1,0,0,0,0
73432000,inf,1,0,0,0,0
74432000,inf,1,0,0,0,0
75448000,inf,1,0,0,0,0
76448000,inf,1,0,0,0,0
77448000,inf,1,0,0,0,0
78464000,inf,1,0,0,0,0
79464000,inf,1,0,0,0,0
80464000,inf,1,0,0,0,0
81480000,inf,1,0,0,0,0
82480000,inf,1,0,0,0,0
83480000,inf,1,0,0,0,0
84496000,inf,1,0,0,0,0
85500000,inf,1,0,0,0,0
86500000,inf,1,0,0,0,0
87500000,inf,1,0,0,0,0
88500000,inf,1,0,0,0,0
89500000,inf,1,0,0,0,0
90500000,inf,1,0,0,0,0
91500000,inf,1,0,0,0,0
92388000,inf,0,0,0,0,0
93388000,inf,0,0,0,0,0
94388000,inf,0,0,0,0,0
95388000,inf,0,0,0,0,0
96388000,inf,0,0,0,0,0
97388000,inf,0,0,0,0,0
98388000,inf,0,0,0,0,0
99388000,inf,0,0,0,0,0
100388000,inf,0,0,0,0,0
101388000,inf,0,0,0,0,0
102388000,inf,0,0,0,0,0
103388000,inf,0,0,0,0,0
104388000,inf,0,0,0,0,0
105388000,inf,0,0,0,0,0
106388000,inf,0,0,0,0,0
107388000,inf,0,0,0,0,0
108388000,inf,0,0,0,0,0
109388000,inf,0,0,0,0,0
110388000,inf,0,0,0,0,0
111388000,inf,0,0,0,0,0
112388000,inf,0,0,0,0,0
113388000,inf,0,0,0,0,0
114388000,inf,0,0,0,0,0
115388000,inf,0,0,0,0,0
116388000,inf,0,0,0,0,0
117388000,inf,0,0,0,0,0
118388000,inf,0,0,0,0,0
119388000,inf,0,0,0,0,0
120388000,inf,0,0,0,0,0
121388000,inf,0,0,0,0,0
122388000,inf,0,0,0,0,0
123388000,inf,0,0,0,0,0
124388000,inf,0,0,0,0,0
125388000,inf,0,0,0,0,0
126388000,inf,0,0,0,0,0
127388000,inf,0,0,0,0,0
128396000,inf,0,0,0,0,0
129396000,inf,0,0,0,0,0
130396000,inf,0,0,0,0,0
131396000,inf,0,0,0,0,0
132396000,inf,0,0,0,0,0
133396000,inf,0,0,0,0,0
134400000,inf,0,0,0,0,0
135400000,inf,0,0,0,0,0
136400000,inf,0,0,0,0,0
137400000,inf,0,0,0,0,0
138400000,inf,0,0,0,0,0
139400000,inf,0,0,0,0,0
140400000,inf,0,0,0,0,0
141400000,inf,0,0,0,0,0
142400000,inf,0,0,0,0,0
143400000,inf,0,0,0,0,0
144400000,inf,0,0,0,0,0
145400000,inf,0,0,0,0,0
146400000,inf,0,0,0,0,0
147400000,inf,0,0,0,0,0
148400000,inf,0,0,0,0,0
149400000,inf,0,0,0,0,0
150400000,inf,0,0,0,0,0
151400000,inf,0,0,0,0,0
152400000,inf,0,0,0,0,0
153400000,inf,0,0,0,0,0
154400000,inf,0,0,0,0,0
155400000,inf,0,0,0,0,0
156400000,inf,0,0,0,0,0
157400000,inf,0,0,0,0,0
158400000,inf,0,0,0,0,0
159400000,inf,0,0,0,0,0
160400000,inf,0,0,0,0,0
161400000,inf,0,0,0,0,0
162400000,inf,0,0,0,0,0
