timestamp,saturation_status
3260000,1
3268000,1
3272000,1
3280000,1
3284000,1
3288000,1
3292000,1
3296000,1
3300000,1
3304000,1
3308000,1
3312000,1
3316000,1
3324000,1
3328000,1
3336000,1
3340000,1
3344000,1
3348000,1
3352000,1
3356000,1
3360000,1
3364000,1
3368000,1
3372000,1
3376000,1
3380000,1
3384000,1
3388000,1
3396000,1
3400000,1
3404000,1
3408000,1
3412000,1
3416000,1
3420000,1
3424000,1
3432000,1
3436000,1
3444000,1
3448000,1
3452000,1
3460000,1
3464000,1
3468000,1
3472000,1
3476000,1
3480000,1
3484000,1
3492000,1
3496000,1
3504000,1
3508000,1
3516000,1
3520000,1
3528000,1
3532000,1
3536000,1
3540000,1
3544000,1
3548000,1
3552000,1
3556000,1
3560000,1
3564000,1
3568000,1
3572000,1
3576000,1
3580000,1
3584000,1
3588000,1
3592000,1
3596000,1
3604000,1
3608000,1
3612000,1
3616000,1
3620000,1
3624000,1
3628000,1
3632000,1
3640000,1
3644000,1
3648000,1
3652000,1
3656000,1
3660000,1
3664000,1
3672000,1
3676000,1
3680000,1
3688000,1
3692000,1
3700000,1
3704000,1
3708000,1
3712000,1
3716000,1
3720000,1
3724000,1
3728000,1
3732000,1
3736000,1
3740000,1
3744000,1
3748000,1
3756000,1
3760000,1
3768000,1
3772000,1
3776000,1
3780000,1
3784000,1
3788000,1
3792000,1
3796000,1
3800000,1
3808000,1
3812000,1
3820000,1
3828000,1
3832000,1
3836000,1
3840000,1
3844000,1
3848000,1
3852000,1
3856000,1
3864000,1
3868000,1
3872000,1
3876000,1
3880000,1
3884000,1
3888000,1
3892000,1
3896000,1
3900000,1
3904000,1
3908000,1
3912000,1
3916000,1
3920000,1
3924000,1
3928000,1
3936000,1
3944000,1
3952000,1
3956000,1
3960000,1
3964000,1
3968000,1
3976000,1
3980000,1
3984000,1
3988000,1
3992000,1
3996000,1
3999999,1
4004000,1
4007999,1
4012000,1
4015999,1
4020000,1
4023999,1
4028000,1
4031999,1
4036000,1
4039999,1
4047999,1
4052000,1
4060000,1
4063999,1
4068000,1
4071999,1
4076000,1
4079999,1
4084000,1
4087999,1
4092000,1
4095999,1
4100000,1
4103999,1
4108000,1
4111999,1
4116000,1
4119999,1
4124000,1
4127999,1
4132000,1
4135999,1
4140000,1
4143999,1
4148000,1
4151999,1
4156000,1
4159999,1
4164000,1
4167999,1
4172000,1
4175999,1
4183999,1
4192000,1
4196000,1
4200000,1
4204000,1
4208000,1
4212000,1
4216000,1
4220000,1
4224000,1
4228000,1
4232000,1
4236000,1
4240000,1
4244000,1
4252000,1
4256000,1
4264000,1
4268000,1
4272000,1
4276000,1
4284000,1
4288000,1
4296000,1
4300000,1
4304000,1
4308000,1
4312000,1
4316000,1
4320000,1
4328000,1
4332000,1
4336000,1
4340000,1
4344000,1
4352000,1
4356000,1
4360000,1
4364000,1
4368000,1
4372000,1
4376000,1
4380000,1
4384000,1
4392000,1
4396000,1
4400000,1
4404000,1
4412000,1
4416000,1
4420000,1
4424000,1
4428000,1
4432000,1
4436000,1
4440000,1
4444000,1
4448000,1
4452000,1
4456000,1
4460000,1
4464000,1
4468000,1
4472000,1
4476000,1
4484000,1
4488000,1
4496000,1
4500000,1
4508000,1
4512000,1
4516000,1
4520000,1
4528000,1
4532000,1
4540000,1
4544000,1
4548000,1
4552000,1
4556000,1
4560000,1
4568000,1
4572000,1
4576000,1
4580000,1
4584000,1
4588000,1
4592000,1
4596000,1
4600000,1
4604000,1
4608000,1
4616000,1
4620000,1
4628000,1
4632000,1
4636000,1
4640000,1
4648000,1
4652000,1
4656000,1
4660000,1
4664000,1
4668000,1
4672000,1
4676000,1
4680000,1
4684000,1
4688000,1
4692000,1
4696000,1
4700000,1
4704000,1
4708000,1
4716000,1
4724000,1
4728000,1
4732000,1
4736000,1
4740000,1
4748000,1
4752000,1
4756000,1
4760000,1
4764000,1
4768000,1
4776000,1
4784000,1
4788000,1
4792000,1
4800000,1
4804000,1
4808000,1
4812000,1
4816000,1
4824000,1
4828000,1
4832000,1
4836000,1
4840000,1
4844000,1
4848000,1
4852000,1
4860000,1
4864000,1
4868000,1
4872000,1
4876000,1
4884000,1
4892000,1
4896000,1
4900000,1
4904000,1
4908000,1
4916000,1
4924000,1
4932000,1
4936000,1
4940000,1
4944000,1
4952000,1
4960000,1
4968000,1
4972000,1
4976000,1
4980000,1
4984000,1
4988000,1
4996000,1
5000000,1
5004000,1
5008000,1
5012000,1
5016000,1
5020000,1
5024000,1
5028000,1
5032000,1
5036000,1
5040000,1
5044000,1
5048000,1
5052000,1
5056000,1
5060000,1
5068000,1
5076000,1
5084000,1
5088000,1
5092000,1
5100000,1
5104000,1
5108000,1
5116000,1
5120000,1
5124000,1
5128000,1
5132000,1
5136000,1
5140000,1
5144000,1
5152000,1
5156000,1
5164000,1
5168000,1
5172000,1
5176000,1
5180000,1
5184000,1
5188000,1
5196000,1
5200000,1
5204000,1
5208000,1
5212000,1
5220000,1
5224000,1
5228000,1
5232000,1
5236000,1
5240000,1
5248000,1
5252000,1
5256000,1
5264000,1
5268000,1
5272000,1
5276000,1
5280000,1
5284000,1
5292000,1
5296000,1
5300000,1
5304000,1
5308000,1
5312000,1
5316000,1
5320000,1
5324000,1
5332000,1
5340000,1
5344000,1
5348000,1
5352000,1
5356000,1
5360000,1
5364000,1
5372000,1
5376000,1
5380000,1
5388000,1
5392000,1
5396000,1
5400000,1
5404000,1
5408000,1
5412000,1
5416000,1
5420000,1
5424000,1
5428000,1
5432000,1
5436000,1
5444000,1
5452000,1
5456000,1
5460000,1
5464000,1
5472000,1
5480000,1
5484000,1
5488000,1
5492000,1
5496000,1
5500000,1
5504000,1
5508000,1
5512000,1
5516000,1
5524000,1
5528000,1
5532000,1
5536000,1
5540000,1
5544000,1
5548000,1
5556000,1
5560000,1
5564000,1
5572000,1
5576000,1
5584000,1
5588000,1
5596000,1
5600000,1
5604000,1
5608000,1
5616000,1
5624000,1
5632000,1
5640000,1
5644000,1
5652000,1
5656000,1
5664000,1
5672000,1
5676000,1
5680000,1
5684000,1
5688000,1
5696000,1
5700000,1
5704000,1
5708000,1
5712000,1
5716000,1
5720000,1
5724000,1
5728000,1
5732000,1
5736000,1
5740000,1
5744000,1
5748000,1
5752000,1
5756000,1
5760000,1
5764000,1
5768000,1
5772000,1
5776000,1
5780000,1
5784000,1
5788000,1
5792000,1
5796000,1
5804000,1
5808000,1
5812000,1
5820000,1
5824000,1
5832000,1
5840000,1
5844000,1
5852000,1
5856000,1
5860000,1
5864000,1
5868000,1
5872000,1
5876000,1
5880000,1
5884000,1
5888000,1
5896000,1
5904000,1
5908000,1
5912000,1
5916000,1
5920000,1
5924000,1
5932000,1
5936000,1
5940000,1
5944000,1
5948000,1
5956000,1
5960000,1
5964000,1
5968000,1
5972000,1
5976000,1
5980000,1
5984000,1
5988000,1
5992000,1
6000000,1
6004000,1
6008000,1
6012000,1
6016000,1
6020000,1
6024000,1
6028000,1
6032000,1
6036000,1
6040000,1
6044000,1
6048000,1
6052000,1
6056000,1
6060000,1
6064000,1
6068000,1
6076000,1
6080000,1
6088000,1
6092000,1
6096000,1
6100000,1
6104000,1
6108000,1
6116000,1
6120000,1
6124000,1
6132000,1
6136000,1
6140000,1
6144000,1
6148000,1
6152000,1
6160000,1
6164000,1
6172000,1
6176000,1
6180000,1
6184000,1
6192000,1
6196000,1
6200000,1
6204000,1
6212000,1
6216000,1
6220000,1
6224000,1
6228000,1
6232000,1
6236000,1
6244000,1
6248000,1
6252000,1
6256000,1
6260000,1
6268000,1
6272000,1
6276000,1
6280000,1
6288000,1
6292000,1
6300000,1
6304000,1
6308000,1
6312000,1
6316000,1
6324000,1
6328000,1
6332000,1
6336000,1
6340000,1
6344000,1
6348000,1
6352000,1
6356000,1
6360000,1
6364000,1
6368000,1
6372000,1
6380000,1
6384000,1
6388000,1
6392000,1
6396000,1
6400000,1
6404000,1
6412000,1
6416000,1
6424000,1
6428000,1
6432000,1
6436000,1
6440000,1
6444000,1
6448000,1
6452000,1
6460000,1
6464000,1
6468000,1
6472000,1
6476000,1
6484000,1
6488000,1
6496000,1
6500000,1
6504000,1
6508000,1
6516000,1
6520000,1
6524000,1
6528000,1
6532000,1
6536000,1
6540000,1
6544000,1
6548000,1
6552000,1
6556000,1
6560000,1
6564000,1
6568000,1
6572000,1
6576000,1
6580000,1
6584000,1
6592000,1
6596000,1
6600000,1
6604000,1
6608000,1
6612000,1
6616000,1
6620000,1
6624000,1
6628000,1
6636000,1
6640000,1
6644000,1
6648000,1
6652000,1
6656000,1
6664000,1
6668000,1
6676000,1
6680000,1
6684000,1
6692000,1
6696000,1
6704000,1
6712000,1
6720000,1
6724000,1
6728000,1
6736000,1
6740000,1
6748000,1
6752000,1
6756000,1
6760000,1
6764000,1
6768000,1
6772000,1
6776000,1
6780000,1
6788000,1
6796000,1
6800000,1
6804000,1
6808000,1
6812000,1
6816000,1
6820000,1
6828000,1
6832000,1
6836000,1
6840000,1
6844000,1
6852000,1
6856000,1
6860000,1
6864000,1
6872000,1
6876000,1
6880000,1
6884000,1
6888000,1
6896000,1
6900000,1
6904000,1
6908000,1
6912000,1
6916000,1
6920000,1
6924000,1
6928000,1
6936000,1
6940000,1
6944000,1
6948000,1
6956000,1
6960000,1
6964000,1
6968000,1
6972000,1
6976000,1
6980000,1
6984000,1
6988000,1
6992000,1
6996000,1
7000000,1
7004000,1
7012000,1
7016000,1
7020000,1
7024000,1
7028000,1
7032000,1
7036000,1
7044000,1
7048000,1
7052000,1
7060000,1
7064000,1
7068000,1
7072000,1
7076000,1
7084000,1
7088000,1
7092000,1
7096000,1
7100000,1
7104000,1
7108000,1
7112000,1
7116000,1
7120000,1
7128000,1
7132000,1
7136000,1
7140000,1
7144000,1
7148000,1
7156000,1
7160000,1
7164000,1
7168000,1
7172000,1
7180000,1
7184000,1
7188000,1
7192000,1
7196000,1
7200000,1
7208000,1
7212000,1
7220000,1
7224000,1
7232000,1
7236000,1
7244000,1
7248000,1
7252000,1
7256000,1
7260000,1
7264000,1
7268000,1
7272000,1
7276000,1
7280000,1
7284000,1
7288000,1
7292000,1
7296000,1
7300000,1
7308000,1
7312000,1
7320000,1
7328000,1
7332000,1
7336000,1
7344000,1
7348000,1
7352000,1
7356000,1
7360000,1
7364000,1
7368000,1
7372000,1
7380000,1
7384000,1
7388000,1
7392000,1
7396000,1
7400000,1
7404000,1
7408000,1
7412000,1
7416000,1
7424000,1
7428000,1
7432000,1
7436000,1
7440000,1
7444000,1
7448000,1
7456000,1
7460000,1
7464000,1
7468000,1
7476000,1
7480000,1
7484000,1
7492000,1
7496000,1
7504000,1
7512000,1
7516000,1
7520000,1
7524000,1
7528000,1
7532000,1
7536000,1
7540000,1
7544000,1
7548000,1
7552000,1
7560000,1
7564000,1
7568000,1
7572000,1
7576000,1
7580000,1
7588000,1
7592000,1
7600000,1
7604000,1
7608000,1
7612000,1
7616000,1
7620000,1
7624000,1
7632000,1
7636000,1
7640000,1
7644000,1
7648000,1
7656000,1
7660000,1
7664000,1
7668000,1
7672000,1
7676000,1
7680000,1
7684000,1
7688000,1
7692000,1
7696000,1
7700000,1
7708000,1
7712000,1
7716000,1
7724000,1
7728000,1
7732000,1
7736000,1
7740000,1
7748000,1
7752000,1
7756000,1
7764000,1
7768000,1
7772000,1
7776000,1
7780000,1
7784000,1
7792000,1
7796000,1
7800000,1
7804000,1
7812000,1
7816000,1
7820000,1
7824000,1
7828000,1
7836000,1
7840000,1
7848000,1
7852000,1
7856000,1
7860000,1
7864000,1
7868000,1
7872000,1
7876000,1
7880000,1
7888000,1
7892000,1
7896000,1
7900000,1
7904000,1
7908000,1
7916000,1
7920000,1
7924000,1
7928000,1
7932000,1
7940000,1
7948000,1
7952000,1
7956000,1
7960000,1
7964000,1
7968000,1
7972000,1
7980000,1
7984000,1
7992000,1
7996000,1
8003999,1
8008000,1
8016000,1
8019999,1
8024000,1
8032000,1
8040000,1
8048000,1
8051999,1
8056000,1
8060000,1
8064000,1
8067999,1
8072000,1
8076000,1
8080000,1
8083999,1
8088000,1
8092000,1
8096000,1
8099999,1
8104000,1
8108000,1
8115999,1
8120000,1
8124000,1
8128000,1
8131999,1
8136000,1
8140000,1
8144000,1
8152000,1
8160000,1
8163999,1
8168000,1
8176000,1
8179999,1
8184000,1
8192000,1
8195999,1
8200000,1
8204000,1
8211999,1
8216000,1
8224000,1
8232000,1
8236000,1
8240000,1
8243999,1
8248000,1
8256000,1
8259999,1
8264000,1
8272000,1
8275999,1
8284000,1
8288000,1
8291999,1
8296000,1
8304000,1
8312000,1
8316000,1
8320000,1
8323999,1
8328000,1
8336000,1
8339999,1
8344000,1
8348000,1
8352000,1
8355999,1
8364000,1
8371999,1
8376000,1
8384000,1
8388000,1
8392000,1
8400000,1
8404000,1
8412000,1
8416000,1
8420000,1
8428000,1
8432000,1
8440000,1
8444000,1
8448000,1
8452000,1
8456000,1
8460000,1
8464000,1
8468000,1
8472000,1
8476000,1
8480000,1
8488000,1
8492000,1
8500000,1
8504000,1
8508000,1
8512000,1
8516000,1
8524000,1
8528000,1
8536000,1
8540000,1
8544000,1
8548000,1
8552000,1
8560000,1
8564000,1
8568000,1
8572000,1
8576000,1
8580000,1
8588000,1
8592000,1
8596000,1
8600000,1
8604000,1
8608000,1
8612000,1
8616000,1
8624000,1
8628000,1
8632000,1
8636000,1
8640000,1
8644000,1
8648000,1
8652000,1
8656000,1
8664000,1
8668000,1
8672000,1
8680000,1
8684000,1
8688000,1
8692000,1
8700000,1
8708000,1
8712000,1
8716000,1
8724000,1
8728000,1
8732000,1
8736000,1
8740000,1
8744000,1
8752000,1
8756000,1
8760000,1
8764000,1
8772000,1
8776000,1
8780000,1
8784000,1
8792000,1
8800000,1
8804000,1
8812000,1
8816000,1
8824000,1
8828000,1
8832000,1
8836000,1
8840000,1
8844000,1
8848000,1
8852000,1
8856000,1
8860000,1
8864000,1
8868000,1
8872000,1
8876000,1
8880000,1
8884000,1
8888000,1
8892000,1
8896000,1
8900000,1
8904000,1
8908000,1
8912000,1
8916000,1
8924000,1
8928000,1
8936000,1
8940000,1
8944000,1
8952000,1
8956000,1
8960000,1
8964000,1
8968000,1
8972000,1
8976000,1
8980000,1
8984000,1
8988000,1
8996000,1
9004000,1
9008000,1
9012000,1
9016000,1
9020000,1
9024000,1
9032000,1
9040000,1
9048000,1
9052000,1
9060000,1
9068000,1
9072000,1
9080000,1
9084000,1
9092000,1
9096000,1
9104000,1
9108000,1
9112000,1
9120000,1
9124000,1
9128000,1
9136000,1
9144000,1
9152000,1
9156000,1
9160000,1
9164000,1
9168000,1
9172000,1
9176000,1
9180000,1
9184000,1
9188000,1
9196000,1
9200000,1
9208000,1
9212000,1
9220000,1
9224000,1
