timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2008000,0,0.0,0.0,-1.5723885e-05,1.47696865e-05,0.0022442664,6.178208e-08,1.526812e-06,0.0,-0.0008569847,0.00055514486,-0.012007061,-0.00951345,1.544552e-05,0.00038170296,0.0,-0.12149745,0.048819177,-0.09414832,0.41115564,0.0,0.13923644,0.012007061,0.41866788,1.0004059,6.2298164,0.7500382,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2104000,0,0.0,0.0,-0.00012280699,0.00013560631,0.0053358544,6.178208e-08,1.526812e-06,0.0,-0.0004411405,0.0023555185,-0.02938367,-0.022580286,1.544552e-05,0.00038170296,0.0,-0.051078033,0.08909275,-0.15403515,0.41111848,0.0,0.10571056,0.02938367,0.40703258,0.7099673,3.8232362,0.74959296,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2208000,0,0.0,0.0,-0.00017113457,0.0003439029,0.0024717285,6.178208e-08,1.526812e-06,0.0,0.00033826116,0.0025328975,-0.05011636,-0.042402692,1.544552e-05,0.00038170296,0.0,0.04134746,-0.016364347,-0.14715175,0.41086292,0.0,0.10198867,0.05011636,0.38438833,0.58682275,2.326648,0.7478395,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2304000,0,0.0,0.0,-9.33828e-05,0.0006111687,-0.0058486587,6.178208e-08,1.526812e-06,0.0,0.0013543809,0.0046307417,-0.06797984,-0.062559195,1.544552e-05,0.00038170296,0.0,0.06509287,-0.008274677,-0.16949232,0.41075057,0.0,0.1046122,0.06797984,0.3506663,0.51958996,1.5949763,0.74415,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2408000,0,0.0,0.0,0.00046840965,0.000970333,-0.016010104,6.178208e-08,1.526812e-06,0.0,0.008245533,0.0028489905,-0.083969876,-0.08006724,1.544552e-05,0.00038170296,0.0,-0.028498847,0.028513348,-0.095658,0.4108566,0.0,0.10952097,0.083969876,0.29635507,0.4692521,1.0772852,0.7347024,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2504000,0,0.0,0.0,0.001515041,0.0010971343,-0.023501502,6.178208e-08,1.526812e-06,0.0,0.012639227,0.002160015,-0.09848282,-0.09255095,1.544552e-05,0.00038170296,0.0,0.04558396,0.005476613,-0.22900848,0.41125914,0.0,0.11935999,0.09848282,0.27550828,0.44928586,0.8360112,0.7234793,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2608000,0,0.0,0.0,0.0032622092,0.0011160718,-0.03312697,6.178208e-08,1.526812e-06,0.0,0.019778254,0.002150503,-0.114352986,-0.106609866,1.544552e-05,0.00038170296,0.0,0.031778064,-0.0015908444,-0.14558992,0.41169032,0.0,0.1251737,0.114352986,0.26408547,0.4424114,0.6784769,0.7092602,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2704000,0,0.0,0.0,0.0053957463,0.0011322809,-0.0405471,6.178208e-08,1.526812e-06,0.0,0.026675023,0.0030900482,-0.12610178,-0.114415094,1.544552e-05,0.00038170296,0.0,0.077798665,0.08005068,-0.11252611,0.41180584,0.0,0.1264705,0.12610178,0.2489638,0.43875518,0.5666847,0.6910131,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2808000,0,0.0,0.0,0.007992029,0.0011465071,-0.04970145,6.178208e-08,1.526812e-06,0.0,0.031170899,0.0012152088,-0.1357648,-0.12061536,1.544552e-05,0.00038170296,0.0,0.06592998,-0.05131883,-0.1077922,0.41147035,0.0,0.13218573,0.1357648,0.22730143,0.43180943,0.47012076,0.66340125,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2904000,0,0.0,0.0,0.010548435,0.001054791,-0.05791125,6.178208e-08,1.526812e-06,0.0,0.03669419,0.002589597,-0.14733037,-0.12834802,1.544552e-05,0.00038170296,0.0,0.08088812,0.06273251,-0.2718521,0.41095784,0.0,0.13694388,0.14733037,0.21823731,0.4334455,0.41830382,0.6395548,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3008000,0,0.0,0.0,0.013450971,0.0011811454,-0.06661815,6.178208e-08,1.526812e-06,0.0,0.042157825,0.0035303829,-0.15694359,-0.13331477,1.544552e-05,0.00038170296,0.0,0.14761393,-0.018608078,-0.16444828,0.41057813,0.0,0.13777894,0.15694359,0.2127456,0.43875918,0.382512,0.6145119,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3104000,0,0.0,0.0,0.01638977,0.001297733,-0.07357903,6.178208e-08,1.526812e-06,0.0,0.048788775,0.0037563625,-0.16284032,-0.1337223,1.544552e-05,0.00038170296,0.0,0.036200564,0.014416858,-0.18726382,0.4102973,0.0,0.1473155,0.16284032,0.1977775,0.42989257,0.34843802,0.58083975,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
3208000,0,0.0,0.0,0.019740192,0.0015680032,-0.07946303,6.178208e-08,1.526812e-06,0.0,0.054811522,0.0046648243,-0.16523251,-0.12909576,1.544552e-05,0.00038170296,0.0,0.11900982,-0.01517291,-0.12514925,0.41011775,0.0,0.15290311,0.16523251,0.19507773,0.43402597,0.33589202,0.55585635,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
