timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
2804000,32767,32767,32767,32767,32767,32767,32767
2808000,32767,32767,32767,32767,32767,32767,32767
2812000,32767,32767,32767,32767,0,0,32767
2816000,32767,32767,32767,32767,32767,32767,32767
2820000,32767,32767,32767,32767,0,0,32767
2824000,32767,32767,32767,32767,32767,32767,32767
2832000,32767,32767,32767,32767,0,0,32767
2836000,32767,32767,32767,32767,32767,32767,32767
2840000,32767,32767,32767,32767,0,0,32767
2844000,32767,32767,32767,32767,32767,32767,32767
2848000,32767,32767,32767,32767,32767,32767,32767
2852000,32767,32767,32767,32767,0,0,32767
2856000,32767,32767,32767,32767,32767,32767,32767
2860000,32767,32767,32767,32767,0,0,32767
2864000,32767,32767,32767,32767,32767,32767,32767
2868000,32767,32767,32767,32767,32767,32767,32767
2876000,32767,32767,32767,32767,32767,32767,32767
2880000,32767,32767,32767,32767,32767,32767,32767
2884000,32767,32767,32767,32767,-40,-40,32767
2888000,32767,32767,32767,32767,32767,32767,32767
2892000,32767,32767,0,32767,0,0,32767
2896000,32767,32767,32767,32767,32767,32767,32767
2900000,32767,32767,32767,32767,32767,32767,32767
2904000,32767,32767,32767,32767,-40,-40,32767
2908000,32767,32767,32767,32767,32767,32767,32767
2912000,32767,32767,32767,32767,0,0,32767
2916000,32767,32767,32767,32767,32767,32767,32767
2920000,32767,32767,32767,32767,0,0,32767
2924000,32767,32767,32767,32767,32767,32767,32767
2928000,32767,32767,32767,32767,32767,32767,32767
2932000,32767,32767,32767,32767,0,0,32767
2936000,32767,32767,32767,32767,32767,32767,32767
2940000,32767,32767,32767,32767,0,0,32767
2944000,32767,32767,32767,32767,32767,32767,32767
2948000,32767,32767,32767,32767,32767,32767,32767
2952000,32767,32767,32767,32767,0,0,32767
2956000,32767,32767,32767,32767,32767,32767,32767
2960000,32767,32767,32767,32767,0,0,32767
2964000,32767,32767,32767,32767,32767,32767,32767
2968000,32767,32767,32767,32767,32767,32767,32767
2972000,32767,32767,32767,32767,0,0,32767
2976000,32767,32767,32767,32767,32767,32767,32767
2980000,32767,32767,32767,32767,0,0,32767
2984000,32767,32767,32767,32767,32767,32767,32767
2988000,32767,32767,32767,32767,32767,32767,32767
2992000,32767,32767,32767,32767,0,0,32767
2996000,32767,32767,32767,32767,32767,32767,32767
3000000,32767,32767,32767,32767,0,0,32767
3004000,32767,32767,32767,32767,32767,32767,32767
3008000,32767,32767,32767,32767,32767,32767,32767
3012000,32767,32767,32767,32767,0,0,32767
3020000,32767,32767,32767,32767,0,0,32767
3028000,32767,32767,32767,32767,32767,32767,32767
3032000,32767,32767,32767,32767,0,0,32767
3036000,32767,32767,32767,32767,32767,32767,32767
3040000,32767,32767,32767,32767,0,0,32767
3044000,32767,32767,32767,32767,32767,32767,32767
3048000,32767,32767,32767,32767,32767,32767,32767
3052000,32767,32767,32767,32767,0,0,32767
3056000,32767,32767,32767,32767,32767,32767,32767
3060000,32767,32767,32767,32767,0,0,32767
3064000,32767,32767,32767,32767,32767,32767,32767
3068000,32767,32767,32767,32767,32767,32767,32767
3072000,32767,32767,32767,32767,0,0,32767
3076000,32767,32767,32767,32767,32767,32767,32767
3080000,32767,32767,32767,32767,0,0,32767
3084000,32767,32767,32767,32767,32767,32767,32767
3088000,32767,32767,32767,32767,32767,32767,32767
3096000,32767,32767,32767,32767,32767,32767,32767
3100000,32767,32767,32767,32767,0,0,32767
3108000,32767,32767,32767,32767,32767,32767,32767
3112000,32767,32767,32767,32767,0,0,32767
3116000,32767,32767,32767,32767,32767,32767,32767
3120000,32767,32767,32767,32767,0,0,32767
3124000,32767,32767,32767,32767,32767,32767,32767
3128000,32767,32767,32767,32767,32767,32767,32767
3132000,32767,32767,32767,32767,0,0,32767
3140000,32767,32767,32767,32767,0,0,32767
3144000,32767,32767,32767,32767,32767,32767,32767
3148000,32767,32767,32767,32767,32767,32767,32767
3152000,32767,32767,32767,32767,0,0,32767
3160000,32767,32767,32767,32767,0,0,32767
3164000,32767,32767,32767,32767,32767,32767,32767
3168000,32767,32767,32767,32767,32767,32767,32767
3172000,32767,32767,32767,32767,0,0,32767
3176000,32767,32767,32767,32767,32767,32767,32767
3180000,32767,32767,32767,32767,0,0,32767
3184000,32767,32767,32767,32767,32767,32767,32767
3188000,32767,32767,32767,32767,32767,32767,32767
3196000,32767,32767,32767,32767,32767,32767,32767
3200000,32767,32767,32767,32767,0,0,32767
3204000,32767,32767,32767,32767,32767,32767,32767
3208000,32767,32767,32767,32767,32767,32767,32767
3212000,32767,32767,32767,32767,0,0,32767
3216000,32767,32767,32767,32767,32767,32767,32767
3220000,32767,32767,32767,32767,0,0,32767
3224000,32767,32767,32767,32767,32767,32767,32767
3228000,32767,32767,32767,32767,32767,32767,32767
3232000,32767,32767,32767,32767,0,0,32767
3236000,32767,32767,32767,32767,32767,32767,32767
3240000,32767,32767,32767,32767,0,0,32767
3244000,32767,32767,32767,32767,32767,32767,32767
3248000,32767,32767,32767,32767,32767,32767,32767
3252000,32767,32767,32767,32767,0,0,32767
3256000,32767,32767,32767,32767,32767,32767,32767
3260000,32767,32767,32767,32767,0,0,32767
3268000,32767,32767,32767,32767,32767,32767,32767
3272000,32767,32767,32767,32767,0,0,32767
3276000,32767,32767,32767,32767,32767,32767,32767
3280000,32767,32767,32767,32767,0,0,32767
3284000,32767,32767,32767,32767,32767,32767,32767
3288000,32767,32767,32767,32767,32767,32767,32767
3292000,32767,32767,0,32767,0,0,32767
3296000,32767,32767,32767,32767,32767,32767,32767
3300000,32767,32767,32767,32767,0,0,32767
3304000,32767,32767,32767,32767,32767,32767,32767
3308000,32767,32767,32767,32767,32767,32767,32767
3312000,32767,32767,32767,32767,0,0,32767
3316000,32767,32767,32767,32767,32767,32767,32767
3320000,32767,32767,32767,32767,0,0,32767
3324000,32767,32767,32767,32767,32767,32767,32767
3328000,32767,32767,32767,32767,32767,32767,32767
3332000,32767,32767,32767,32767,0,0,32767
3336000,32767,32767,32767,32767,32767,32767,32767
3340000,32767,32767,32767,32767,0,0,32767
3344000,32767,32767,32767,32767,32767,32767,32767
3348000,32767,32767,32767,32767,32767,32767,32767
3352000,32767,32767,32767,32767,0,0,32767
3356000,32767,32767,32767,32767,32767,32767,32767
3364000,32767,32767,32767,32767,32767,32767,32767
3368000,32767,32767,32767,32767,32767,32767,32767
3372000,32767,32767,32767,32767,0,0,32767
3376000,32767,32767,32767,32767,32767,32767,32767
3380000,32767,32767,32767,32767,0,0,32767
3384000,32767,32767,32767,32767,32767,32767,32767
3388000,32767,32767,32767,32767,32767,32767,32767
3396000,32767,32767,32767,32767,32767,32767,32767
3404000,32767,32767,32767,32767,32767,32767,32767
3408000,32767,32767,32767,32767,32767,32767,32767
3412000,32767,32767,32767,32767,0,0,32767
3416000,32767,32767,32767,32767,32767,32767,32767
3420000,32767,32767,32767,32767,0,0,32767
3424000,32767,32767,32767,32767,32767,32767,32767
3428000,32767,32767,32767,32767,32767,32767,32767
3432000,32767,32767,32767,32767,0,0,32767
3436000,32767,32767,32767,32767,32767,32767,32767
3444000,32767,32767,32767,32767,32767,32767,32767
3452000,32767,32767,32767,32767,0,0,32767
3460000,32767,32767,32767,32767,0,0,32767
3464000,32767,32767,32767,32767,32767,32767,32767
3468000,32767,32767,32767,32767,32767,32767,32767
3472000,32767,32767,32767,32767,0,0,32767
3476000,32767,32767,32767,32767,32767,32767,32767
3480000,32767,32767,32767,32767,0,0,32767
3484000,32767,32767,32767,32767,32767,32767,32767
3492000,32767,32767,0,32767,0,0,32767
